,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
1289,Sat May 7 2022,15:30,Boston Celtics,101,Milwaukee Bucks,103,0,17736.0,Fiserv Forum,Milwaukee Bucks,True,2,2
1293,Mon May 9 2022,19:30,Boston Celtics,116,Milwaukee Bucks,108,0,17505.0,Fiserv Forum,Boston Celtics,False,-8,8
1297,Wed May 11 2022,19:00,Milwaukee Bucks,110,Boston Celtics,107,0,19156.0,TD Garden,Milwaukee Bucks,False,-3,3
1301,Fri May 13 2022,19:30,Boston Celtics,108,Milwaukee Bucks,95,0,17681.0,Fiserv Forum,Boston Celtics,False,-13,13
1303,Sun May 15 2022,15:30,Milwaukee Bucks,81,Boston Celtics,109,0,19156.0,TD Garden,Boston Celtics,True,28,28
1305,Tue May 17 2022,20:30,Boston Celtics,107,Miami Heat,118,0,19774.0,FTX Arena,Miami Heat,True,11,11
1307,Thu May 19 2022,20:30,Boston Celtics,127,Miami Heat,102,0,20100.0,FTX Arena,Boston Celtics,False,-25,25
1309,Sat May 21 2022,20:30,Miami Heat,109,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False,-6,6
1311,Mon May 23 2022,20:30,Miami Heat,82,Boston Celtics,102,0,19156.0,TD Garden,Boston Celtics,True,20,20
1313,Wed May 25 2022,20:30,Boston Celtics,93,Miami Heat,80,0,19819.0,FTX Arena,Boston Celtics,False,-13,13
1315,Fri May 27 2022,20:30,Miami Heat,111,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False,-8,8
1316,Sun May 29 2022,20:30,Boston Celtics,100,Miami Heat,96,0,20200.0,FTX Arena,Boston Celtics,False,-4,4
1317,Thu Jun 2 2022,21:00,Boston Celtics,120,Golden State Warriors,108,0,18064.0,Chase Center,Boston Celtics,False,-12,12
1318,Sun Jun 5 2022,20:00,Boston Celtics,88,Golden State Warriors,107,0,18064.0,Chase Center,Golden State Warriors,True,19,19
1319,Wed Jun 8 2022,21:00,Golden State Warriors,100,Boston Celtics,116,0,19156.0,TD Garden,Boston Celtics,True,16,16
1320,Fri Jun 10 2022,21:00,Golden State Warriors,107,Boston Celtics,97,0,19156.0,TD Garden,Golden State Warriors,False,-10,10
1321,Mon Jun 13 2022,21:00,Boston Celtics,94,Golden State Warriors,104,0,18064.0,Chase Center,Golden State Warriors,True,10,10
1322,Thu Jun 16 2022,21:00,Golden State Warriors,103,Boston Celtics,90,0,19156.0,TD Garden,Golden State Warriors,False,-13,13
