,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
873,Wed Feb 16 2022,20:00,Toronto Raptors,103,Minnesota Timberwolves,91,0,15982.0,Target Center,Toronto Raptors,False,-12,12
890,Fri Feb 25 2022,19:00,Toronto Raptors,93,Charlotte Hornets,125,0,17577.0,Spectrum Center,Charlotte Hornets,True,32,32
900,Sat Feb 26 2022,19:30,Toronto Raptors,100,Atlanta Hawks,127,0,17870.0,State Farm Arena,Atlanta Hawks,True,27,27
916,Mon Feb 28 2022,19:30,Toronto Raptors,133,Brooklyn Nets,97,0,17112.0,Barclays Center,Toronto Raptors,False,-36,36
923,Tue Mar 1 2022,19:30,Brooklyn Nets,108,Toronto Raptors,109,0,18903.0,Scotiabank Arena,Toronto Raptors,True,1,1
938,Thu Mar 3 2022,19:30,Detroit Pistons,108,Toronto Raptors,106,0,19548.0,Scotiabank Arena,Detroit Pistons,False,-2,2
946,Fri Mar 4 2022,19:30,Orlando Magic,103,Toronto Raptors,97,0,19081.0,Scotiabank Arena,Orlando Magic,False,-6,6
962,Sun Mar 6 2022,19:30,Toronto Raptors,96,Cleveland Cavaliers,104,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,8,8
987,Wed Mar 9 2022,20:30,Toronto Raptors,119,San Antonio Spurs,104,0,15121.0,AT&T Center,Toronto Raptors,False,-15,15
1001,Fri Mar 11 2022,21:00,Toronto Raptors,117,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Toronto Raptors,False,-5,5
1007,Sat Mar 12 2022,21:00,Toronto Raptors,127,Denver Nuggets,115,0,18659.0,Ball Arena,Toronto Raptors,False,-12,12
1026,Mon Mar 14 2022,22:30,Toronto Raptors,114,Los Angeles Lakers,103,0,18228.0,Crypto.com Arena,Toronto Raptors,False,-11,11
1042,Wed Mar 16 2022,22:30,Toronto Raptors,103,Los Angeles Clippers,100,0,19068.0,Crypto.com Arena,Toronto Raptors,False,-3,3
1049,Fri Mar 18 2022,19:30,Los Angeles Lakers,128,Toronto Raptors,123,1,19800.0,Scotiabank Arena,Los Angeles Lakers,False,-5,5
1068,Sun Mar 20 2022,20:30,Toronto Raptors,93,Philadelphia 76ers,88,0,21180.0,Wells Fargo Center,Toronto Raptors,False,-5,5
1074,Mon Mar 21 2022,20:00,Toronto Raptors,99,Chicago Bulls,113,0,21778.0,United Center,Chicago Bulls,True,14,14
1093,Thu Mar 24 2022,19:30,Cleveland Cavaliers,104,Toronto Raptors,117,0,19800.0,Scotiabank Arena,Toronto Raptors,True,13,13
1107,Sat Mar 26 2022,19:30,Indiana Pacers,91,Toronto Raptors,131,0,19800.0,Scotiabank Arena,Toronto Raptors,True,40,40
1125,Mon Mar 28 2022,19:30,Boston Celtics,112,Toronto Raptors,115,1,19800.0,Scotiabank Arena,Toronto Raptors,True,3,3
1139,Wed Mar 30 2022,19:30,Minnesota Timberwolves,102,Toronto Raptors,125,0,19800.0,Scotiabank Arena,Toronto Raptors,True,23,23
1150,Fri Apr 1 2022,19:00,Toronto Raptors,102,Orlando Magic,89,0,17566.0,Amway Center,Toronto Raptors,False,-13,13
1174,Sun Apr 3 2022,19:00,Miami Heat,114,Toronto Raptors,109,0,19800.0,Scotiabank Arena,Miami Heat,False,-5,5
1181,Tue Apr 5 2022,19:30,Atlanta Hawks,108,Toronto Raptors,118,0,19800.0,Scotiabank Arena,Toronto Raptors,True,10,10
1197,Thu Apr 7 2022,19:30,Philadelphia 76ers,114,Toronto Raptors,119,0,19800.0,Scotiabank Arena,Toronto Raptors,True,5,5
1205,Fri Apr 8 2022,19:30,Houston Rockets,115,Toronto Raptors,117,0,19800.0,Scotiabank Arena,Toronto Raptors,True,2,2
1220,Sun Apr 10 2022,19:00,Toronto Raptors,94,New York Knicks,105,0,19812.0,Madison Square Garden (IV),New York Knicks,True,11,11
1238,Sat Apr 16 2022,18:00,Toronto Raptors,111,Philadelphia 76ers,131,0,20610.0,Wells Fargo Center,Philadelphia 76ers,True,20,20
1244,Mon Apr 18 2022,19:30,Toronto Raptors,97,Philadelphia 76ers,112,0,20974.0,Wells Fargo Center,Philadelphia 76ers,True,15,15
1251,Wed Apr 20 2022,20:00,Philadelphia 76ers,104,Toronto Raptors,101,1,19800.0,Scotiabank Arena,Philadelphia 76ers,False,-3,3
1259,Sat Apr 23 2022,14:00,Philadelphia 76ers,102,Toronto Raptors,110,0,19800.0,Scotiabank Arena,Toronto Raptors,True,8,8
1268,Mon Apr 25 2022,20:00,Toronto Raptors,103,Philadelphia 76ers,88,0,20517.0,Wells Fargo Center,Toronto Raptors,False,-15,15
1275,Thu Apr 28 2022,19:00,Philadelphia 76ers,132,Toronto Raptors,97,0,19800.0,Scotiabank Arena,Philadelphia 76ers,False,-35,35
