,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
718,Wed Jan 26 2022,20:00,Denver Nuggets,124,Brooklyn Nets,118,0,18011.0,Barclays Center,Denver Nuggets,False,-6,6
731,Fri Jan 28 2022,20:00,Denver Nuggets,116,New Orleans Pelicans,105,0,15254.0,Smoothie King Center,Denver Nuggets,False,-11,11
746,Sun Jan 30 2022,19:00,Denver Nuggets,136,Milwaukee Bucks,100,0,17341.0,Fiserv Forum,Denver Nuggets,False,-36,36
762,Tue Feb 1 2022,20:00,Denver Nuggets,115,Minnesota Timberwolves,130,0,15839.0,Target Center,Minnesota Timberwolves,True,15,15
772,Wed Feb 2 2022,22:00,Denver Nuggets,104,Utah Jazz,108,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,4,4
785,Fri Feb 4 2022,21:00,New Orleans Pelicans,113,Denver Nuggets,105,0,16152.0,Ball Arena,New Orleans Pelicans,False,-8,8
796,Sun Feb 6 2022,15:30,Brooklyn Nets,104,Denver Nuggets,124,0,18241.0,Ball Arena,Denver Nuggets,True,20,20
814,Tue Feb 8 2022,21:00,New York Knicks,115,Denver Nuggets,132,0,15093.0,Ball Arena,Denver Nuggets,True,17,17
835,Fri Feb 11 2022,19:30,Denver Nuggets,102,Boston Celtics,108,0,19156.0,TD Garden,Boston Celtics,True,6,6
843,Sat Feb 12 2022,19:30,Denver Nuggets,110,Toronto Raptors,109,0,0.0,Scotiabank Arena,Denver Nuggets,False,-1,1
857,Mon Feb 14 2022,21:00,Orlando Magic,111,Denver Nuggets,121,0,15025.0,Ball Arena,Denver Nuggets,True,10,10
876,Wed Feb 16 2022,22:00,Denver Nuggets,117,Golden State Warriors,116,0,18064.0,Chase Center,Denver Nuggets,False,-1,1
889,Thu Feb 24 2022,22:00,Denver Nuggets,128,Sacramento Kings,110,0,15855.0,Golden 1 Center,Denver Nuggets,False,-18,18
905,Sat Feb 26 2022,21:00,Sacramento Kings,110,Denver Nuggets,115,0,19520.0,Ball Arena,Denver Nuggets,True,5,5
912,Sun Feb 27 2022,21:00,Denver Nuggets,124,Portland Trail Blazers,92,0,17771.0,Moda Center,Denver Nuggets,False,-32,32
933,Wed Mar 2 2022,21:00,Oklahoma City Thunder,119,Denver Nuggets,107,0,15167.0,Ball Arena,Oklahoma City Thunder,False,-12,12
949,Fri Mar 4 2022,21:00,Houston Rockets,101,Denver Nuggets,116,0,16254.0,Ball Arena,Denver Nuggets,True,15,15
963,Sun Mar 6 2022,20:00,New Orleans Pelicans,130,Denver Nuggets,138,1,14962.0,Ball Arena,Denver Nuggets,True,8,8
971,Mon Mar 7 2022,21:00,Golden State Warriors,124,Denver Nuggets,131,0,19542.0,Ball Arena,Denver Nuggets,True,7,7
988,Wed Mar 9 2022,22:00,Denver Nuggets,106,Sacramento Kings,100,0,14697.0,Golden 1 Center,Denver Nuggets,False,-6,6
992,Thu Mar 10 2022,22:00,Golden State Warriors,113,Denver Nuggets,102,0,19520.0,Ball Arena,Golden State Warriors,False,-11,11
1007,Sat Mar 12 2022,21:00,Toronto Raptors,127,Denver Nuggets,115,0,18659.0,Ball Arena,Toronto Raptors,False,-12,12
1020,Mon Mar 14 2022,19:30,Denver Nuggets,114,Philadelphia 76ers,110,0,21444.0,Wells Fargo Center,Denver Nuggets,False,-4,4
1033,Wed Mar 16 2022,19:00,Denver Nuggets,127,Washington Wizards,109,0,15326.0,Capital One Arena,Denver Nuggets,False,-18,18
1047,Fri Mar 18 2022,19:30,Denver Nuggets,116,Cleveland Cavaliers,119,1,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,3,3
1066,Sun Mar 20 2022,20:00,Boston Celtics,124,Denver Nuggets,104,0,19602.0,Ball Arena,Boston Celtics,False,-20,20
1081,Tue Mar 22 2022,22:00,Los Angeles Clippers,115,Denver Nuggets,127,0,16089.0,Ball Arena,Denver Nuggets,True,12,12
1097,Thu Mar 24 2022,21:00,Phoenix Suns,140,Denver Nuggets,130,0,19520.0,Ball Arena,Phoenix Suns,False,-10,10
1111,Sat Mar 26 2022,21:00,Oklahoma City Thunder,107,Denver Nuggets,113,0,19520.0,Ball Arena,Denver Nuggets,True,6,6
1120,Mon Mar 28 2022,19:00,Denver Nuggets,113,Charlotte Hornets,109,0,17614.0,Spectrum Center,Denver Nuggets,False,-4,4
1135,Wed Mar 30 2022,19:00,Denver Nuggets,125,Indiana Pacers,118,0,15036.0,Gainbridge Fieldhouse,Denver Nuggets,False,-7,7
1158,Fri Apr 1 2022,21:00,Minnesota Timberwolves,136,Denver Nuggets,130,0,19612.0,Ball Arena,Minnesota Timberwolves,False,-6,6
1167,Sun Apr 3 2022,15:30,Denver Nuggets,129,Los Angeles Lakers,118,0,18997.0,Crypto.com Arena,Denver Nuggets,False,-11,11
1185,Tue Apr 5 2022,21:00,San Antonio Spurs,116,Denver Nuggets,97,0,17037.0,Ball Arena,San Antonio Spurs,False,-19,19
1200,Thu Apr 7 2022,21:00,Memphis Grizzlies,109,Denver Nuggets,122,0,19520.0,Ball Arena,Denver Nuggets,True,13,13
1225,Sun Apr 10 2022,21:30,Los Angeles Lakers,146,Denver Nuggets,141,1,19520.0,Ball Arena,Los Angeles Lakers,False,-5,5
1239,Sat Apr 16 2022,20:30,Denver Nuggets,107,Golden State Warriors,123,0,18064.0,Chase Center,Golden State Warriors,True,16,16
1246,Mon Apr 18 2022,22:00,Denver Nuggets,106,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True,20,20
1255,Thu Apr 21 2022,22:00,Golden State Warriors,118,Denver Nuggets,113,0,19627.0,Ball Arena,Golden State Warriors,False,-5,5
1264,Sun Apr 24 2022,15:30,Golden State Warriors,121,Denver Nuggets,126,0,19628.0,Ball Arena,Denver Nuggets,True,5,5
1274,Wed Apr 27 2022,22:00,Denver Nuggets,98,Golden State Warriors,102,0,18064.0,Chase Center,Golden State Warriors,True,4,4
