,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
880,Thu Feb 17 2022,20:00,Dallas Mavericks,125,New Orleans Pelicans,118,0,15906.0,Smoothie King Center,Dallas Mavericks,False,-7,7
896,Fri Feb 25 2022,21:00,New Orleans Pelicans,117,Phoenix Suns,102,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False,-15,15
913,Sun Feb 27 2022,22:00,New Orleans Pelicans,123,Los Angeles Lakers,95,0,17536.0,Crypto.com Arena,New Orleans Pelicans,False,-28,28
932,Wed Mar 2 2022,20:00,Sacramento Kings,95,New Orleans Pelicans,125,0,15490.0,Smoothie King Center,New Orleans Pelicans,True,30,30
947,Fri Mar 4 2022,20:00,Utah Jazz,90,New Orleans Pelicans,124,0,16178.0,Smoothie King Center,New Orleans Pelicans,True,34,34
963,Sun Mar 6 2022,20:00,New Orleans Pelicans,130,Denver Nuggets,138,1,14962.0,Ball Arena,Denver Nuggets,True,8,8
976,Tue Mar 8 2022,19:30,New Orleans Pelicans,111,Memphis Grizzlies,132,0,16433.0,FedEx Forum,Memphis Grizzlies,True,21,21
985,Wed Mar 9 2022,20:00,Orlando Magic,108,New Orleans Pelicans,102,0,15633.0,Smoothie King Center,Orlando Magic,False,-6,6
999,Fri Mar 11 2022,20:00,Charlotte Hornets,142,New Orleans Pelicans,120,0,16838.0,Smoothie King Center,Charlotte Hornets,False,-22,22
1015,Sun Mar 13 2022,19:00,Houston Rockets,105,New Orleans Pelicans,130,0,15683.0,Smoothie King Center,New Orleans Pelicans,True,25,25
1030,Tue Mar 15 2022,20:00,Phoenix Suns,131,New Orleans Pelicans,115,0,16789.0,Smoothie King Center,Phoenix Suns,False,-16,16
1052,Fri Mar 18 2022,20:30,New Orleans Pelicans,124,San Antonio Spurs,91,0,18354.0,AT&T Center,New Orleans Pelicans,False,-33,33
1062,Sun Mar 20 2022,18:00,New Orleans Pelicans,117,Atlanta Hawks,112,0,17123.0,State Farm Arena,New Orleans Pelicans,False,-5,5
1069,Mon Mar 21 2022,19:00,New Orleans Pelicans,103,Charlotte Hornets,106,0,13351.0,Spectrum Center,Charlotte Hornets,True,3,3
1096,Thu Mar 24 2022,20:00,Chicago Bulls,109,New Orleans Pelicans,126,0,13973.0,Smoothie King Center,New Orleans Pelicans,True,17,17
1105,Sat Mar 26 2022,17:00,San Antonio Spurs,107,New Orleans Pelicans,103,0,13097.0,Smoothie King Center,San Antonio Spurs,False,-4,4
1117,Sun Mar 27 2022,19:00,Los Angeles Lakers,108,New Orleans Pelicans,116,0,18516.0,Smoothie King Center,New Orleans Pelicans,True,8,8
1144,Wed Mar 30 2022,22:00,New Orleans Pelicans,117,Portland Trail Blazers,107,0,18551.0,Moda Center,New Orleans Pelicans,False,-10,10
1159,Fri Apr 1 2022,22:30,New Orleans Pelicans,114,Los Angeles Lakers,111,0,18997.0,Crypto.com Arena,New Orleans Pelicans,False,-3,3
1176,Sun Apr 3 2022,21:30,New Orleans Pelicans,100,Los Angeles Clippers,119,0,16840.0,Crypto.com Arena,Los Angeles Clippers,True,19,19
1187,Tue Apr 5 2022,22:00,New Orleans Pelicans,123,Sacramento Kings,109,0,16047.0,Golden 1 Center,New Orleans Pelicans,False,-14,14
1199,Thu Apr 7 2022,20:00,Portland Trail Blazers,94,New Orleans Pelicans,127,0,12432.0,Smoothie King Center,New Orleans Pelicans,True,33,33
1212,Sat Apr 9 2022,18:00,New Orleans Pelicans,114,Memphis Grizzlies,141,0,17207.0,FedEx Forum,Memphis Grizzlies,True,27,27
1227,Sun Apr 10 2022,21:30,Golden State Warriors,128,New Orleans Pelicans,107,0,16595.0,Smoothie King Center,Golden State Warriors,False,-21,21
1233,Wed Apr 13 2022,21:30,San Antonio Spurs,103,New Orleans Pelicans,113,0,18610.0,Smoothie King Center,New Orleans Pelicans,True,10,10
1235,Fri Apr 15 2022,22:00,New Orleans Pelicans,105,Los Angeles Clippers,101,0,19068.0,Crypto.com Arena,New Orleans Pelicans,False,-4,4
1243,Sun Apr 17 2022,21:00,New Orleans Pelicans,99,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,11,11
1249,Tue Apr 19 2022,22:00,New Orleans Pelicans,125,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False,-11,11
1258,Fri Apr 22 2022,22:00,Phoenix Suns,114,New Orleans Pelicans,111,0,18962.0,Smoothie King Center,Phoenix Suns,False,-3,3
1266,Sun Apr 24 2022,21:30,Phoenix Suns,103,New Orleans Pelicans,118,0,18962.0,Smoothie King Center,New Orleans Pelicans,True,15,15
1272,Tue Apr 26 2022,22:00,New Orleans Pelicans,97,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,15,15
1276,Thu Apr 28 2022,19:30,Phoenix Suns,115,New Orleans Pelicans,109,0,18710.0,Smoothie King Center,Phoenix Suns,False,-6,6
