,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
760,Tue Feb 1 2022,19:30,Miami Heat,106,Toronto Raptors,110,0,,Scotiabank Arena,Toronto Raptors,True,4,4
775,Thu Feb 3 2022,19:00,Miami Heat,112,San Antonio Spurs,95,0,14971.0,AT&T Center,Miami Heat,False,-17,17
790,Sat Feb 5 2022,19:00,Miami Heat,104,Charlotte Hornets,86,0,19420.0,Spectrum Center,Miami Heat,False,-18,18
804,Mon Feb 7 2022,19:00,Miami Heat,121,Washington Wizards,100,0,14222.0,Capital One Arena,Miami Heat,False,-21,21
825,Thu Feb 10 2022,19:30,Miami Heat,112,New Orleans Pelicans,97,0,16672.0,Smoothie King Center,Miami Heat,False,-15,15
845,Sat Feb 12 2022,20:00,Brooklyn Nets,111,Miami Heat,115,0,19600.0,FTX Arena,Miami Heat,True,4,4
861,Tue Feb 15 2022,19:30,Dallas Mavericks,107,Miami Heat,99,0,19600.0,FTX Arena,Dallas Mavericks,False,-8,8
878,Thu Feb 17 2022,19:00,Miami Heat,111,Charlotte Hornets,107,2,17029.0,Spectrum Center,Miami Heat,False,-4,4
894,Fri Feb 25 2022,19:30,Miami Heat,115,New York Knicks,100,0,19812.0,Madison Square Garden (IV),Miami Heat,False,-15,15
903,Sat Feb 26 2022,20:00,San Antonio Spurs,129,Miami Heat,133,0,19677.0,FTX Arena,Miami Heat,True,4,4
917,Mon Feb 28 2022,19:30,Chicago Bulls,99,Miami Heat,112,0,19683.0,FTX Arena,Miami Heat,True,13,13
931,Wed Mar 2 2022,20:00,Miami Heat,119,Milwaukee Bucks,120,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,1,1
937,Thu Mar 3 2022,19:30,Miami Heat,113,Brooklyn Nets,107,0,17732.0,Barclays Center,Miami Heat,False,-6,6
954,Sat Mar 5 2022,20:00,Philadelphia 76ers,82,Miami Heat,99,0,19704.0,FTX Arena,Miami Heat,True,17,17
967,Mon Mar 7 2022,19:30,Houston Rockets,106,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True,17,17
981,Wed Mar 9 2022,19:30,Phoenix Suns,111,Miami Heat,90,0,19600.0,FTX Arena,Phoenix Suns,False,-21,21
998,Fri Mar 11 2022,20:00,Cleveland Cavaliers,105,Miami Heat,117,0,19600.0,FTX Arena,Miami Heat,True,12,12
1004,Sat Mar 12 2022,20:00,Minnesota Timberwolves,113,Miami Heat,104,0,19600.0,FTX Arena,Minnesota Timberwolves,False,-9,9
1029,Tue Mar 15 2022,19:30,Detroit Pistons,98,Miami Heat,105,0,19600.0,FTX Arena,Miami Heat,True,7,7
1051,Fri Mar 18 2022,20:00,Oklahoma City Thunder,108,Miami Heat,120,0,19600.0,FTX Arena,Miami Heat,True,12,12
1073,Mon Mar 21 2022,19:30,Miami Heat,106,Philadelphia 76ers,113,0,21386.0,Wells Fargo Center,Philadelphia 76ers,True,7,7
1087,Wed Mar 23 2022,19:30,Golden State Warriors,118,Miami Heat,104,0,19600.0,FTX Arena,Golden State Warriors,False,-14,14
1101,Fri Mar 25 2022,20:00,New York Knicks,111,Miami Heat,103,0,19600.0,FTX Arena,New York Knicks,False,-8,8
1110,Sat Mar 26 2022,20:00,Brooklyn Nets,110,Miami Heat,95,0,19600.0,FTX Arena,Brooklyn Nets,False,-15,15
1123,Mon Mar 28 2022,19:30,Sacramento Kings,100,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True,23,23
1137,Wed Mar 30 2022,19:30,Miami Heat,106,Boston Celtics,98,0,19156.0,TD Garden,Miami Heat,False,-8,8
1163,Sat Apr 2 2022,20:00,Miami Heat,127,Chicago Bulls,109,0,21697.0,United Center,Miami Heat,False,-18,18
1174,Sun Apr 3 2022,19:00,Miami Heat,114,Toronto Raptors,109,0,19800.0,Scotiabank Arena,Miami Heat,False,-5,5
1180,Tue Apr 5 2022,19:30,Charlotte Hornets,115,Miami Heat,144,0,19600.0,FTX Arena,Miami Heat,True,29,29
1207,Fri Apr 8 2022,20:00,Atlanta Hawks,109,Miami Heat,113,0,19993.0,FTX Arena,Miami Heat,True,4,4
1221,Sun Apr 10 2022,19:00,Miami Heat,111,Orlando Magic,125,0,19253.0,Amway Center,Orlando Magic,True,14,14
1240,Sun Apr 17 2022,13:00,Atlanta Hawks,91,Miami Heat,115,0,19514.0,FTX Arena,Miami Heat,True,24,24
1247,Tue Apr 19 2022,19:30,Atlanta Hawks,105,Miami Heat,115,0,19950.0,FTX Arena,Miami Heat,True,10,10
1256,Fri Apr 22 2022,19:45,Miami Heat,110,Atlanta Hawks,111,0,18421.0,State Farm Arena,Atlanta Hawks,True,1,1
1265,Sun Apr 24 2022,19:00,Miami Heat,110,Atlanta Hawks,86,0,18951.0,State Farm Arena,Miami Heat,False,-24,24
1270,Tue Apr 26 2022,19:00,Atlanta Hawks,94,Miami Heat,97,0,19553.0,FTX Arena,Miami Heat,True,3,3
1281,Mon May 2 2022,19:30,Philadelphia 76ers,92,Miami Heat,106,0,19620.0,FTX Arena,Miami Heat,True,14,14
1285,Wed May 4 2022,19:30,Philadelphia 76ers,103,Miami Heat,119,0,19759.0,FTX Arena,Miami Heat,True,16,16
1287,Fri May 6 2022,19:00,Miami Heat,79,Philadelphia 76ers,99,0,21033.0,Wells Fargo Center,Philadelphia 76ers,True,20,20
1292,Sun May 8 2022,20:00,Miami Heat,108,Philadelphia 76ers,116,0,21194.0,Wells Fargo Center,Philadelphia 76ers,True,8,8
1295,Tue May 10 2022,19:30,Philadelphia 76ers,85,Miami Heat,120,0,19868.0,FTX Arena,Miami Heat,True,35,35
1299,Thu May 12 2022,19:00,Miami Heat,99,Philadelphia 76ers,90,0,21082.0,Wells Fargo Center,Miami Heat,False,-9,9
1305,Tue May 17 2022,20:30,Boston Celtics,107,Miami Heat,118,0,19774.0,FTX Arena,Miami Heat,True,11,11
1307,Thu May 19 2022,20:30,Boston Celtics,127,Miami Heat,102,0,20100.0,FTX Arena,Boston Celtics,False,-25,25
1309,Sat May 21 2022,20:30,Miami Heat,109,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False,-6,6
1311,Mon May 23 2022,20:30,Miami Heat,82,Boston Celtics,102,0,19156.0,TD Garden,Boston Celtics,True,20,20
1313,Wed May 25 2022,20:30,Boston Celtics,93,Miami Heat,80,0,19819.0,FTX Arena,Boston Celtics,False,-13,13
1315,Fri May 27 2022,20:30,Miami Heat,111,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False,-8,8
1316,Sun May 29 2022,20:30,Boston Celtics,100,Miami Heat,96,0,20200.0,FTX Arena,Boston Celtics,False,-4,4
