,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
734,Fri Jan 28 2022,21:00,Minnesota Timberwolves,124,Phoenix Suns,134,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,10,10
749,Sun Jan 30 2022,20:00,San Antonio Spurs,110,Phoenix Suns,115,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,5,5
764,Tue Feb 1 2022,22:00,Brooklyn Nets,111,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,10,10
776,Thu Feb 3 2022,19:30,Phoenix Suns,115,Atlanta Hawks,124,0,16958.0,State Farm Arena,Atlanta Hawks,True,9,9
791,Sat Feb 5 2022,19:00,Phoenix Suns,95,Washington Wizards,80,0,18058.0,Capital One Arena,Phoenix Suns,False,-15,15
805,Mon Feb 7 2022,20:00,Phoenix Suns,127,Chicago Bulls,124,0,20615.0,United Center,Phoenix Suns,False,-3,3
808,Tue Feb 8 2022,19:00,Phoenix Suns,114,Philadelphia 76ers,109,0,20720.0,Wells Fargo Center,Phoenix Suns,False,-5,5
830,Thu Feb 10 2022,22:00,Milwaukee Bucks,107,Phoenix Suns,131,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,24,24
848,Sat Feb 12 2022,21:00,Orlando Magic,105,Phoenix Suns,132,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,27,27
866,Tue Feb 15 2022,22:00,Los Angeles Clippers,96,Phoenix Suns,103,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,7,7
875,Wed Feb 16 2022,21:00,Houston Rockets,121,Phoenix Suns,124,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,3,3
887,Thu Feb 24 2022,20:00,Phoenix Suns,124,Oklahoma City Thunder,104,0,14176.0,Paycom Center,Phoenix Suns,False,-20,20
896,Fri Feb 25 2022,21:00,New Orleans Pelicans,117,Phoenix Suns,102,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False,-15,15
907,Sun Feb 27 2022,15:30,Utah Jazz,118,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Utah Jazz,False,-4,4
934,Wed Mar 2 2022,22:00,Portland Trail Blazers,90,Phoenix Suns,120,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,30,30
950,Fri Mar 4 2022,22:00,New York Knicks,114,Phoenix Suns,115,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,1,1
958,Sun Mar 6 2022,15:30,Phoenix Suns,122,Milwaukee Bucks,132,0,17495.0,Fiserv Forum,Milwaukee Bucks,True,10,10
975,Tue Mar 8 2022,19:00,Phoenix Suns,102,Orlando Magic,99,0,14024.0,Amway Center,Phoenix Suns,False,-3,3
981,Wed Mar 9 2022,19:30,Phoenix Suns,111,Miami Heat,90,0,19600.0,FTX Arena,Phoenix Suns,False,-21,21
1001,Fri Mar 11 2022,21:00,Toronto Raptors,117,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Toronto Raptors,False,-5,5
1017,Sun Mar 13 2022,21:00,Los Angeles Lakers,111,Phoenix Suns,140,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,29,29
1030,Tue Mar 15 2022,20:00,Phoenix Suns,131,New Orleans Pelicans,115,0,16789.0,Smoothie King Center,Phoenix Suns,False,-16,16
1036,Wed Mar 16 2022,20:00,Phoenix Suns,129,Houston Rockets,112,0,18055.0,Toyota Center,Phoenix Suns,False,-17,17
1054,Fri Mar 18 2022,22:00,Chicago Bulls,102,Phoenix Suns,129,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,27,27
1064,Sun Mar 20 2022,18:00,Phoenix Suns,127,Sacramento Kings,124,1,17583.0,Golden 1 Center,Phoenix Suns,False,-3,3
1088,Wed Mar 23 2022,20:00,Phoenix Suns,125,Minnesota Timberwolves,116,0,17136.0,Target Center,Phoenix Suns,False,-9,9
1097,Thu Mar 24 2022,21:00,Phoenix Suns,140,Denver Nuggets,130,0,19520.0,Ball Arena,Phoenix Suns,False,-10,10
1115,Sun Mar 27 2022,18:00,Philadelphia 76ers,104,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,10,10
1143,Wed Mar 30 2022,22:00,Phoenix Suns,107,Golden State Warriors,103,0,18064.0,Chase Center,Phoenix Suns,False,-4,4
1154,Fri Apr 1 2022,20:00,Phoenix Suns,114,Memphis Grizzlies,122,0,17794.0,FedEx Forum,Memphis Grizzlies,True,8,8
1172,Sun Apr 3 2022,19:00,Phoenix Suns,96,Oklahoma City Thunder,117,0,17078.0,Paycom Center,Oklahoma City Thunder,True,21,21
1188,Tue Apr 5 2022,22:30,Los Angeles Lakers,110,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,11,11
1194,Wed Apr 6 2022,22:00,Phoenix Suns,109,Los Angeles Clippers,113,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True,4,4
1209,Fri Apr 8 2022,21:30,Phoenix Suns,111,Utah Jazz,105,0,18306.0,Vivint Smart Home Arena,Phoenix Suns,False,-6,6
1228,Sun Apr 10 2022,21:30,Sacramento Kings,116,Phoenix Suns,109,0,17071.0,Phoenix Suns Arena,Sacramento Kings,False,-7,7
1243,Sun Apr 17 2022,21:00,New Orleans Pelicans,99,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,11,11
1249,Tue Apr 19 2022,22:00,New Orleans Pelicans,125,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,New Orleans Pelicans,False,-11,11
1258,Fri Apr 22 2022,22:00,Phoenix Suns,114,New Orleans Pelicans,111,0,18962.0,Smoothie King Center,Phoenix Suns,False,-3,3
1266,Sun Apr 24 2022,21:30,Phoenix Suns,103,New Orleans Pelicans,118,0,18962.0,Smoothie King Center,New Orleans Pelicans,True,15,15
1272,Tue Apr 26 2022,22:00,New Orleans Pelicans,97,Phoenix Suns,112,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,15,15
1276,Thu Apr 28 2022,19:30,Phoenix Suns,115,New Orleans Pelicans,109,0,18710.0,Smoothie King Center,Phoenix Suns,False,-6,6
1282,Mon May 2 2022,22:00,Dallas Mavericks,114,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,7,7
1286,Wed May 4 2022,22:00,Dallas Mavericks,109,Phoenix Suns,129,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,20,20
1288,Fri May 6 2022,21:30,Phoenix Suns,94,Dallas Mavericks,103,0,20777.0,American Airlines Center,Dallas Mavericks,True,9,9
1291,Sun May 8 2022,15:30,Phoenix Suns,101,Dallas Mavericks,111,0,20610.0,American Airlines Center,Dallas Mavericks,True,10,10
1296,Tue May 10 2022,22:00,Dallas Mavericks,80,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,30,30
1300,Thu May 12 2022,21:30,Phoenix Suns,86,Dallas Mavericks,113,0,20777.0,American Airlines Center,Dallas Mavericks,True,27,27
1304,Sun May 15 2022,20:00,Dallas Mavericks,123,Phoenix Suns,90,0,17071.0,Phoenix Suns Arena,Dallas Mavericks,False,-33,33
