,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
539,Sun Jan 2 2022,21:30,Minnesota Timberwolves,103,Los Angeles Lakers,108,0,18343.0,Crypto.com Arena,Los Angeles Lakers,True,5,5
554,Tue Jan 4 2022,22:30,Sacramento Kings,114,Los Angeles Lakers,122,0,17919.0,Crypto.com Arena,Los Angeles Lakers,True,8,8
577,Fri Jan 7 2022,22:00,Atlanta Hawks,118,Los Angeles Lakers,134,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,16,16
594,Sun Jan 9 2022,21:30,Memphis Grizzlies,127,Los Angeles Lakers,119,0,18288.0,Crypto.com Arena,Memphis Grizzlies,False,-8,8
616,Wed Jan 12 2022,22:00,Los Angeles Lakers,116,Sacramento Kings,125,0,12199.0,Golden 1 Center,Sacramento Kings,True,9,9
639,Sat Jan 15 2022,21:00,Los Angeles Lakers,96,Denver Nuggets,133,0,19520.0,Ball Arena,Denver Nuggets,True,37,37
656,Mon Jan 17 2022,22:30,Utah Jazz,95,Los Angeles Lakers,101,0,17238.0,Crypto.com Arena,Los Angeles Lakers,True,6,6
671,Wed Jan 19 2022,22:30,Indiana Pacers,111,Los Angeles Lakers,104,0,17818.0,Crypto.com Arena,Indiana Pacers,False,-7,7
676,Fri Jan 21 2022,19:00,Los Angeles Lakers,116,Orlando Magic,105,0,18846.0,Amway Center,Los Angeles Lakers,False,-11,11
691,Sun Jan 23 2022,18:00,Los Angeles Lakers,107,Miami Heat,113,0,19973.0,FTX Arena,Miami Heat,True,6,6
709,Tue Jan 25 2022,19:30,Los Angeles Lakers,106,Brooklyn Nets,96,0,18126.0,Barclays Center,Los Angeles Lakers,False,-10,10
723,Thu Jan 27 2022,19:30,Los Angeles Lakers,87,Philadelphia 76ers,105,0,20953.0,Wells Fargo Center,Philadelphia 76ers,True,18,18
727,Fri Jan 28 2022,19:30,Los Angeles Lakers,114,Charlotte Hornets,117,0,19469.0,Spectrum Center,Charlotte Hornets,True,3,3
742,Sun Jan 30 2022,13:00,Los Angeles Lakers,121,Atlanta Hawks,129,0,17391.0,State Farm Arena,Atlanta Hawks,True,8,8
773,Wed Feb 2 2022,22:30,Portland Trail Blazers,94,Los Angeles Lakers,99,0,17259.0,Crypto.com Arena,Los Angeles Lakers,True,5,5
779,Thu Feb 3 2022,22:00,Los Angeles Lakers,110,Los Angeles Clippers,111,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True,1,1
792,Sat Feb 5 2022,20:30,New York Knicks,115,Los Angeles Lakers,122,1,18997.0,Crypto.com Arena,Los Angeles Lakers,True,7,7
815,Tue Feb 8 2022,22:00,Milwaukee Bucks,131,Los Angeles Lakers,116,0,18997.0,Crypto.com Arena,Milwaukee Bucks,False,-15,15
821,Wed Feb 9 2022,22:00,Los Angeles Lakers,105,Portland Trail Blazers,107,0,19393.0,Moda Center,Portland Trail Blazers,True,2,2
847,Sat Feb 12 2022,20:30,Los Angeles Lakers,115,Golden State Warriors,117,0,18064.0,Chase Center,Golden State Warriors,True,2,2
877,Wed Feb 16 2022,22:00,Utah Jazz,101,Los Angeles Lakers,106,0,17787.0,Crypto.com Arena,Los Angeles Lakers,True,5,5
898,Fri Feb 25 2022,22:00,Los Angeles Clippers,105,Los Angeles Lakers,102,0,18997.0,Crypto.com Arena,Los Angeles Clippers,False,-3,3
913,Sun Feb 27 2022,22:00,New Orleans Pelicans,123,Los Angeles Lakers,95,0,17536.0,Crypto.com Arena,New Orleans Pelicans,False,-28,28
926,Tue Mar 1 2022,22:00,Dallas Mavericks,109,Los Angeles Lakers,104,0,17857.0,Crypto.com Arena,Dallas Mavericks,False,-5,5
941,Thu Mar 3 2022,22:00,Los Angeles Lakers,111,Los Angeles Clippers,132,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True,21,21
956,Sat Mar 5 2022,20:30,Golden State Warriors,116,Los Angeles Lakers,124,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,8,8
970,Mon Mar 7 2022,20:30,Los Angeles Lakers,110,San Antonio Spurs,117,0,18354.0,AT&T Center,San Antonio Spurs,True,7,7
982,Wed Mar 9 2022,20:00,Los Angeles Lakers,130,Houston Rockets,139,1,18055.0,Toyota Center,Houston Rockets,True,9,9
1002,Fri Mar 11 2022,22:30,Washington Wizards,109,Los Angeles Lakers,122,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,13,13
1017,Sun Mar 13 2022,21:00,Los Angeles Lakers,111,Phoenix Suns,140,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,29,29
1026,Mon Mar 14 2022,22:30,Toronto Raptors,114,Los Angeles Lakers,103,0,18228.0,Crypto.com Arena,Toronto Raptors,False,-11,11
1037,Wed Mar 16 2022,20:00,Los Angeles Lakers,104,Minnesota Timberwolves,124,0,17136.0,Target Center,Minnesota Timberwolves,True,20,20
1049,Fri Mar 18 2022,19:30,Los Angeles Lakers,128,Toronto Raptors,123,1,19800.0,Scotiabank Arena,Los Angeles Lakers,False,-5,5
1059,Sat Mar 19 2022,20:00,Los Angeles Lakers,119,Washington Wizards,127,0,20476.0,Capital One Arena,Washington Wizards,True,8,8
1070,Mon Mar 21 2022,19:00,Los Angeles Lakers,131,Cleveland Cavaliers,120,0,19432.0,Rocket Mortgage Fieldhouse,Los Angeles Lakers,False,-11,11
1091,Wed Mar 23 2022,22:00,Philadelphia 76ers,126,Los Angeles Lakers,121,0,18997.0,Crypto.com Arena,Philadelphia 76ers,False,-5,5
1117,Sun Mar 27 2022,19:00,Los Angeles Lakers,108,New Orleans Pelicans,116,0,18516.0,Smoothie King Center,New Orleans Pelicans,True,8,8
1132,Tue Mar 29 2022,19:30,Los Angeles Lakers,110,Dallas Mavericks,128,0,20382.0,American Airlines Center,Dallas Mavericks,True,18,18
1149,Thu Mar 31 2022,22:00,Los Angeles Lakers,109,Utah Jazz,122,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,13,13
1159,Fri Apr 1 2022,22:30,New Orleans Pelicans,114,Los Angeles Lakers,111,0,18997.0,Crypto.com Arena,New Orleans Pelicans,False,-3,3
1167,Sun Apr 3 2022,15:30,Denver Nuggets,129,Los Angeles Lakers,118,0,18997.0,Crypto.com Arena,Denver Nuggets,False,-11,11
1188,Tue Apr 5 2022,22:30,Los Angeles Lakers,110,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,11,11
1201,Thu Apr 7 2022,22:00,Los Angeles Lakers,112,Golden State Warriors,128,0,18064.0,Chase Center,Golden State Warriors,True,16,16
1210,Fri Apr 8 2022,22:30,Oklahoma City Thunder,101,Los Angeles Lakers,120,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,19,19
1225,Sun Apr 10 2022,21:30,Los Angeles Lakers,146,Denver Nuggets,141,1,19520.0,Ball Arena,Los Angeles Lakers,False,-5,5
