,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
568,Thu Jan 6 2022,20:00,Golden State Warriors,96,New Orleans Pelicans,101,0,15986.0,Smoothie King Center,New Orleans Pelicans,True,5,5
592,Sun Jan 9 2022,20:30,Cleveland Cavaliers,82,Golden State Warriors,96,0,18064.0,Chase Center,Golden State Warriors,True,14,14
605,Tue Jan 11 2022,20:00,Golden State Warriors,108,Memphis Grizzlies,116,0,17794.0,FedEx Forum,Memphis Grizzlies,True,8,8
617,Thu Jan 13 2022,19:30,Golden State Warriors,99,Milwaukee Bucks,118,0,17848.0,Fiserv Forum,Milwaukee Bucks,True,19,19
626,Fri Jan 14 2022,19:30,Golden State Warriors,138,Chicago Bulls,96,0,21174.0,United Center,Golden State Warriors,False,-42,42
644,Sun Jan 16 2022,20:00,Golden State Warriors,99,Minnesota Timberwolves,119,0,17136.0,Target Center,Minnesota Timberwolves,True,20,20
658,Tue Jan 18 2022,22:00,Detroit Pistons,86,Golden State Warriors,102,0,18064.0,Chase Center,Golden State Warriors,True,16,16
674,Thu Jan 20 2022,22:00,Indiana Pacers,121,Golden State Warriors,117,1,18064.0,Chase Center,Indiana Pacers,False,-4,4
685,Fri Jan 21 2022,22:00,Houston Rockets,103,Golden State Warriors,105,0,18064.0,Chase Center,Golden State Warriors,True,2,2
699,Sun Jan 23 2022,20:30,Utah Jazz,92,Golden State Warriors,94,0,18064.0,Chase Center,Golden State Warriors,True,2,2
711,Tue Jan 25 2022,22:00,Dallas Mavericks,92,Golden State Warriors,130,0,18064.0,Chase Center,Golden State Warriors,True,38,38
724,Thu Jan 27 2022,22:00,Minnesota Timberwolves,115,Golden State Warriors,124,0,18064.0,Chase Center,Golden State Warriors,True,9,9
741,Sat Jan 29 2022,20:30,Brooklyn Nets,106,Golden State Warriors,110,0,18064.0,Chase Center,Golden State Warriors,True,4,4
756,Mon Jan 31 2022,20:00,Golden State Warriors,122,Houston Rockets,108,0,16146.0,Toyota Center,Golden State Warriors,False,-14,14
763,Tue Feb 1 2022,20:30,Golden State Warriors,124,San Antonio Spurs,120,0,17070.0,AT&T Center,Golden State Warriors,False,-4,4
778,Thu Feb 3 2022,22:00,Sacramento Kings,114,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True,12,12
806,Mon Feb 7 2022,20:00,Golden State Warriors,110,Oklahoma City Thunder,98,0,17009.0,Paycom Center,Golden State Warriors,False,-12,12
823,Wed Feb 9 2022,22:00,Golden State Warriors,85,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,26,26
829,Thu Feb 10 2022,22:00,New York Knicks,116,Golden State Warriors,114,0,18064.0,Chase Center,New York Knicks,False,-2,2
847,Sat Feb 12 2022,20:30,Los Angeles Lakers,115,Golden State Warriors,117,0,18064.0,Chase Center,Golden State Warriors,True,2,2
859,Mon Feb 14 2022,22:30,Golden State Warriors,104,Los Angeles Clippers,119,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True,15,15
876,Wed Feb 16 2022,22:00,Denver Nuggets,117,Golden State Warriors,116,0,18064.0,Chase Center,Denver Nuggets,False,-1,1
888,Thu Feb 24 2022,22:00,Golden State Warriors,132,Portland Trail Blazers,95,0,20098.0,Moda Center,Golden State Warriors,False,-37,37
911,Sun Feb 27 2022,19:30,Dallas Mavericks,107,Golden State Warriors,101,0,18064.0,Chase Center,Dallas Mavericks,False,-6,6
925,Tue Mar 1 2022,20:00,Golden State Warriors,114,Minnesota Timberwolves,129,0,17136.0,Target Center,Minnesota Timberwolves,True,15,15
939,Thu Mar 3 2022,20:30,Golden State Warriors,113,Dallas Mavericks,122,0,20229.0,American Airlines Center,Dallas Mavericks,True,9,9
956,Sat Mar 5 2022,20:30,Golden State Warriors,116,Los Angeles Lakers,124,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,8,8
971,Mon Mar 7 2022,21:00,Golden State Warriors,124,Denver Nuggets,131,0,19542.0,Ball Arena,Denver Nuggets,True,7,7
978,Tue Mar 8 2022,22:00,Los Angeles Clippers,97,Golden State Warriors,112,0,18064.0,Chase Center,Golden State Warriors,True,15,15
992,Thu Mar 10 2022,22:00,Golden State Warriors,113,Denver Nuggets,102,0,19520.0,Ball Arena,Golden State Warriors,False,-11,11
1006,Sat Mar 12 2022,20:30,Milwaukee Bucks,109,Golden State Warriors,122,0,18064.0,Chase Center,Golden State Warriors,True,13,13
1023,Mon Mar 14 2022,22:00,Washington Wizards,112,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True,14,14
1040,Wed Mar 16 2022,22:00,Boston Celtics,110,Golden State Warriors,88,0,18064.0,Chase Center,Boston Celtics,False,-22,22
1067,Sun Mar 20 2022,20:30,San Antonio Spurs,110,Golden State Warriors,108,0,18064.0,Chase Center,San Antonio Spurs,False,-2,2
1078,Tue Mar 22 2022,19:00,Golden State Warriors,90,Orlando Magic,94,0,17164.0,Amway Center,Orlando Magic,True,4,4
1087,Wed Mar 23 2022,19:30,Golden State Warriors,118,Miami Heat,104,0,19600.0,FTX Arena,Golden State Warriors,False,-14,14
1100,Fri Mar 25 2022,19:30,Golden State Warriors,110,Atlanta Hawks,121,0,17724.0,State Farm Arena,Atlanta Hawks,True,11,11
1116,Sun Mar 27 2022,18:00,Golden State Warriors,115,Washington Wizards,123,0,20476.0,Capital One Arena,Washington Wizards,True,8,8
1127,Mon Mar 28 2022,20:00,Golden State Warriors,95,Memphis Grizzlies,123,0,17011.0,FedEx Forum,Memphis Grizzlies,True,28,28
1143,Wed Mar 30 2022,22:00,Phoenix Suns,107,Golden State Warriors,103,0,18064.0,Chase Center,Phoenix Suns,False,-4,4
1164,Sat Apr 2 2022,20:30,Utah Jazz,107,Golden State Warriors,111,0,18064.0,Chase Center,Golden State Warriors,True,4,4
1175,Sun Apr 3 2022,21:00,Golden State Warriors,109,Sacramento Kings,90,0,17583.0,Golden 1 Center,Golden State Warriors,False,-19,19
1201,Thu Apr 7 2022,22:00,Los Angeles Lakers,112,Golden State Warriors,128,0,18064.0,Chase Center,Golden State Warriors,True,16,16
1213,Sat Apr 9 2022,20:30,Golden State Warriors,100,San Antonio Spurs,94,0,18627.0,AT&T Center,Golden State Warriors,False,-6,6
1227,Sun Apr 10 2022,21:30,Golden State Warriors,128,New Orleans Pelicans,107,0,16595.0,Smoothie King Center,Golden State Warriors,False,-21,21
1239,Sat Apr 16 2022,20:30,Denver Nuggets,107,Golden State Warriors,123,0,18064.0,Chase Center,Golden State Warriors,True,16,16
1246,Mon Apr 18 2022,22:00,Denver Nuggets,106,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True,20,20
1255,Thu Apr 21 2022,22:00,Golden State Warriors,118,Denver Nuggets,113,0,19627.0,Ball Arena,Golden State Warriors,False,-5,5
1264,Sun Apr 24 2022,15:30,Golden State Warriors,121,Denver Nuggets,126,0,19628.0,Ball Arena,Denver Nuggets,True,5,5
1274,Wed Apr 27 2022,22:00,Denver Nuggets,98,Golden State Warriors,102,0,18064.0,Chase Center,Golden State Warriors,True,4,4
1280,Sun May 1 2022,15:30,Golden State Warriors,117,Memphis Grizzlies,116,0,17794.0,FedEx Forum,Golden State Warriors,False,-1,1
1284,Tue May 3 2022,21:30,Golden State Warriors,101,Memphis Grizzlies,106,0,17794.0,FedEx Forum,Memphis Grizzlies,True,5,5
1290,Sat May 7 2022,20:30,Memphis Grizzlies,112,Golden State Warriors,142,0,18064.0,Chase Center,Golden State Warriors,True,30,30
1294,Mon May 9 2022,22:00,Memphis Grizzlies,98,Golden State Warriors,101,0,18064.0,Chase Center,Golden State Warriors,True,3,3
1298,Wed May 11 2022,21:30,Golden State Warriors,95,Memphis Grizzlies,134,0,17794.0,FedEx Forum,Memphis Grizzlies,True,39,39
1302,Fri May 13 2022,22:00,Memphis Grizzlies,96,Golden State Warriors,110,0,18064.0,Chase Center,Golden State Warriors,True,14,14
1306,Wed May 18 2022,21:00,Dallas Mavericks,87,Golden State Warriors,112,0,18064.0,Chase Center,Golden State Warriors,True,25,25
1308,Fri May 20 2022,21:00,Dallas Mavericks,117,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True,9,9
1310,Sun May 22 2022,21:00,Golden State Warriors,109,Dallas Mavericks,100,0,20813.0,American Airlines Center,Golden State Warriors,False,-9,9
1312,Tue May 24 2022,21:00,Golden State Warriors,109,Dallas Mavericks,119,0,20810.0,American Airlines Center,Dallas Mavericks,True,10,10
1314,Thu May 26 2022,21:00,Dallas Mavericks,110,Golden State Warriors,120,0,18064.0,Chase Center,Golden State Warriors,True,10,10
1317,Thu Jun 2 2022,21:00,Boston Celtics,120,Golden State Warriors,108,0,18064.0,Chase Center,Boston Celtics,False,-12,12
1318,Sun Jun 5 2022,20:00,Boston Celtics,88,Golden State Warriors,107,0,18064.0,Chase Center,Golden State Warriors,True,19,19
1319,Wed Jun 8 2022,21:00,Golden State Warriors,100,Boston Celtics,116,0,19156.0,TD Garden,Boston Celtics,True,16,16
1320,Fri Jun 10 2022,21:00,Golden State Warriors,107,Boston Celtics,97,0,19156.0,TD Garden,Golden State Warriors,False,-10,10
1321,Mon Jun 13 2022,21:00,Boston Celtics,94,Golden State Warriors,104,0,18064.0,Chase Center,Golden State Warriors,True,10,10
1322,Thu Jun 16 2022,21:00,Golden State Warriors,103,Boston Celtics,90,0,19156.0,TD Garden,Golden State Warriors,False,-13,13
