,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
642,Sun Jan 16 2022,18:00,Houston Rockets,118,Sacramento Kings,112,0,13601.0,Golden 1 Center,Houston Rockets,False,-6,6
668,Wed Jan 19 2022,21:00,Houston Rockets,116,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Houston Rockets,False,-5,5
685,Fri Jan 21 2022,22:00,Houston Rockets,103,Golden State Warriors,105,0,18064.0,Chase Center,Golden State Warriors,True,2,2
710,Tue Jan 25 2022,20:00,San Antonio Spurs,134,Houston Rockets,104,0,15007.0,Toyota Center,San Antonio Spurs,False,-30,30
728,Fri Jan 28 2022,20:00,Portland Trail Blazers,125,Houston Rockets,110,0,16100.0,Toyota Center,Portland Trail Blazers,False,-15,15
756,Mon Jan 31 2022,20:00,Golden State Warriors,122,Houston Rockets,108,0,16146.0,Toyota Center,Golden State Warriors,False,-14,14
769,Wed Feb 2 2022,20:00,Cleveland Cavaliers,104,Houston Rockets,115,0,14163.0,Toyota Center,Houston Rockets,True,11,11
784,Fri Feb 4 2022,20:30,Houston Rockets,106,San Antonio Spurs,131,0,15344.0,AT&T Center,San Antonio Spurs,True,25,25
801,Sun Feb 6 2022,19:00,New Orleans Pelicans,120,Houston Rockets,107,0,15702.0,Toyota Center,New Orleans Pelicans,False,-13,13
812,Tue Feb 8 2022,20:00,Houston Rockets,97,New Orleans Pelicans,110,0,15121.0,Smoothie King Center,New Orleans Pelicans,True,13,13
827,Thu Feb 10 2022,20:00,Toronto Raptors,139,Houston Rockets,120,0,16129.0,Toyota Center,Toronto Raptors,False,-19,19
858,Mon Feb 14 2022,21:00,Houston Rockets,101,Utah Jazz,135,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,34,34
875,Wed Feb 16 2022,21:00,Houston Rockets,121,Phoenix Suns,124,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,3,3
882,Thu Feb 17 2022,22:30,Houston Rockets,111,Los Angeles Clippers,142,0,17519.0,Crypto.com Arena,Los Angeles Clippers,True,31,31
892,Fri Feb 25 2022,19:00,Houston Rockets,111,Orlando Magic,119,0,16631.0,Amway Center,Orlando Magic,True,8,8
910,Sun Feb 27 2022,19:00,Los Angeles Clippers,99,Houston Rockets,98,0,14324.0,Toyota Center,Los Angeles Clippers,False,-1,1
924,Tue Mar 1 2022,20:00,Los Angeles Clippers,113,Houston Rockets,100,0,12949.0,Toyota Center,Los Angeles Clippers,False,-13,13
930,Wed Mar 2 2022,20:00,Utah Jazz,132,Houston Rockets,127,1,13583.0,Toyota Center,Utah Jazz,False,-5,5
949,Fri Mar 4 2022,21:00,Houston Rockets,101,Denver Nuggets,116,0,16254.0,Ball Arena,Denver Nuggets,True,15,15
960,Sun Mar 6 2022,19:00,Memphis Grizzlies,112,Houston Rockets,123,0,18055.0,Toyota Center,Houston Rockets,True,11,11
967,Mon Mar 7 2022,19:30,Houston Rockets,106,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True,17,17
982,Wed Mar 9 2022,20:00,Los Angeles Lakers,130,Houston Rockets,139,1,18055.0,Toyota Center,Houston Rockets,True,9,9
996,Fri Mar 11 2022,20:00,Dallas Mavericks,113,Houston Rockets,100,0,15060.0,Toyota Center,Dallas Mavericks,False,-13,13
1015,Sun Mar 13 2022,19:00,Houston Rockets,105,New Orleans Pelicans,130,0,15683.0,Smoothie King Center,New Orleans Pelicans,True,25,25
1036,Wed Mar 16 2022,20:00,Phoenix Suns,129,Houston Rockets,112,0,18055.0,Toyota Center,Phoenix Suns,False,-17,17
1050,Fri Mar 18 2022,20:00,Indiana Pacers,121,Houston Rockets,118,0,13748.0,Toyota Center,Indiana Pacers,False,-3,3
1060,Sun Mar 20 2022,15:30,Memphis Grizzlies,122,Houston Rockets,98,0,18055.0,Toyota Center,Memphis Grizzlies,False,-24,24
1075,Mon Mar 21 2022,20:00,Washington Wizards,97,Houston Rockets,115,0,13936.0,Toyota Center,Houston Rockets,True,18,18
1090,Wed Mar 23 2022,20:30,Houston Rockets,91,Dallas Mavericks,110,0,20026.0,American Airlines Center,Dallas Mavericks,True,19,19
1103,Fri Mar 25 2022,22:00,Houston Rockets,125,Portland Trail Blazers,106,0,16947.0,Moda Center,Houston Rockets,False,-19,19
1112,Sat Mar 26 2022,22:00,Houston Rockets,115,Portland Trail Blazers,98,0,17821.0,Moda Center,Houston Rockets,False,-17,17
1126,Mon Mar 28 2022,20:00,San Antonio Spurs,123,Houston Rockets,120,0,18055.0,Toyota Center,San Antonio Spurs,False,-3,3
1140,Wed Mar 30 2022,20:00,Sacramento Kings,121,Houston Rockets,118,0,13365.0,Toyota Center,Sacramento Kings,False,-3,3
1153,Fri Apr 1 2022,20:00,Sacramento Kings,122,Houston Rockets,117,0,14857.0,Toyota Center,Sacramento Kings,False,-5,5
1171,Sun Apr 3 2022,19:00,Minnesota Timberwolves,139,Houston Rockets,132,0,16539.0,Toyota Center,Minnesota Timberwolves,False,-7,7
1179,Tue Apr 5 2022,19:30,Houston Rockets,105,Brooklyn Nets,118,0,17768.0,Barclays Center,Brooklyn Nets,True,13,13
1205,Fri Apr 8 2022,19:30,Houston Rockets,115,Toronto Raptors,117,0,19800.0,Scotiabank Arena,Toronto Raptors,True,2,2
1218,Sun Apr 10 2022,15:30,Atlanta Hawks,130,Houston Rockets,114,0,18055.0,Toyota Center,Atlanta Hawks,False,-16,16
