,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
1065,Sun Mar 20 2022,19:30,Utah Jazz,108,New York Knicks,93,0,19812.0,Madison Square Garden (IV),Utah Jazz,False,-15,15
1072,Mon Mar 21 2022,19:30,Utah Jazz,106,Brooklyn Nets,114,0,17887.0,Barclays Center,Brooklyn Nets,True,8,8
1085,Wed Mar 23 2022,19:30,Utah Jazz,97,Boston Celtics,125,0,19156.0,TD Garden,Boston Celtics,True,28,28
1098,Fri Mar 25 2022,19:00,Utah Jazz,101,Charlotte Hornets,107,0,19162.0,Spectrum Center,Charlotte Hornets,True,6,6
1119,Sun Mar 27 2022,19:30,Utah Jazz,100,Dallas Mavericks,114,0,20177.0,American Airlines Center,Dallas Mavericks,True,14,14
1133,Tue Mar 29 2022,22:00,Utah Jazz,115,Los Angeles Clippers,121,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True,6,6
1149,Thu Mar 31 2022,22:00,Los Angeles Lakers,109,Utah Jazz,122,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,13,13
1164,Sat Apr 2 2022,20:30,Utah Jazz,107,Golden State Warriors,111,0,18064.0,Chase Center,Golden State Warriors,True,4,4
1186,Tue Apr 5 2022,21:00,Memphis Grizzlies,115,Utah Jazz,121,1,18306.0,Vivint Smart Home Arena,Utah Jazz,True,6,6
1193,Wed Apr 6 2022,21:00,Oklahoma City Thunder,101,Utah Jazz,137,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,36,36
1209,Fri Apr 8 2022,21:30,Phoenix Suns,111,Utah Jazz,105,0,18306.0,Vivint Smart Home Arena,Phoenix Suns,False,-6,6
1229,Sun Apr 10 2022,21:30,Utah Jazz,111,Portland Trail Blazers,80,0,18123.0,Moda Center,Utah Jazz,False,-31,31
1236,Sat Apr 16 2022,13:00,Utah Jazz,99,Dallas Mavericks,93,0,20013.0,American Airlines Center,Utah Jazz,False,-6,6
1245,Mon Apr 18 2022,20:30,Utah Jazz,104,Dallas Mavericks,110,0,20113.0,American Airlines Center,Dallas Mavericks,True,6,6
1254,Thu Apr 21 2022,21:00,Dallas Mavericks,126,Utah Jazz,118,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False,-8,8
1260,Sat Apr 23 2022,16:30,Dallas Mavericks,99,Utah Jazz,100,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,1,1
1269,Mon Apr 25 2022,21:30,Utah Jazz,77,Dallas Mavericks,102,0,20577.0,American Airlines Center,Dallas Mavericks,True,25,25
1277,Thu Apr 28 2022,22:00,Dallas Mavericks,98,Utah Jazz,96,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False,-2,2
