,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
189,Sat Nov 13 2021,20:00,Boston Celtics,89,Cleveland Cavaliers,91,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,2,2
198,Mon Nov 15 2021,19:00,Boston Celtics,98,Cleveland Cavaliers,92,0,17186.0,Rocket Mortgage Fieldhouse,Boston Celtics,False,-6,6
215,Wed Nov 17 2021,19:30,Cleveland Cavaliers,99,Brooklyn Nets,109,0,16922.0,Barclays Center,Brooklyn Nets,True,10,10
223,Thu Nov 18 2021,19:30,Golden State Warriors,104,Cleveland Cavaliers,89,0,19432.0,Rocket Mortgage Fieldhouse,Golden State Warriors,False,-15,15
252,Mon Nov 22 2021,19:00,Brooklyn Nets,117,Cleveland Cavaliers,112,0,17387.0,Rocket Mortgage Fieldhouse,Brooklyn Nets,False,-5,5
266,Wed Nov 24 2021,19:00,Phoenix Suns,120,Cleveland Cavaliers,115,0,18055.0,Rocket Mortgage Fieldhouse,Phoenix Suns,False,-5,5
295,Sat Nov 27 2021,20:00,Orlando Magic,92,Cleveland Cavaliers,105,0,18248.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,13,13
309,Mon Nov 29 2021,20:30,Cleveland Cavaliers,114,Dallas Mavericks,96,0,19229.0,American Airlines Center,Cleveland Cavaliers,False,-18,18
322,Wed Dec 1 2021,19:30,Cleveland Cavaliers,111,Miami Heat,85,0,19600.0,FTX Arena,Cleveland Cavaliers,False,-26,26
333,Fri Dec 3 2021,19:00,Cleveland Cavaliers,116,Washington Wizards,101,0,17227.0,Capital One Arena,Cleveland Cavaliers,False,-15,15
348,Sun Dec 5 2021,15:30,Utah Jazz,109,Cleveland Cavaliers,108,0,18113.0,Rocket Mortgage Fieldhouse,Utah Jazz,False,-1,1
357,Mon Dec 6 2021,20:00,Cleveland Cavaliers,104,Milwaukee Bucks,112,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,8,8
366,Wed Dec 8 2021,19:00,Chicago Bulls,92,Cleveland Cavaliers,115,0,17707.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,23,23
386,Fri Dec 10 2021,20:00,Cleveland Cavaliers,123,Minnesota Timberwolves,106,0,15694.0,Target Center,Cleveland Cavaliers,False,-17,17
392,Sat Dec 11 2021,20:00,Sacramento Kings,103,Cleveland Cavaliers,117,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,14,14
403,Mon Dec 13 2021,19:00,Miami Heat,94,Cleveland Cavaliers,105,0,17401.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,11,11
415,Wed Dec 15 2021,19:00,Houston Rockets,89,Cleveland Cavaliers,124,0,17131.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,35,35
443,Sat Dec 18 2021,21:00,Cleveland Cavaliers,119,Milwaukee Bucks,90,0,17341.0,Fiserv Forum,Cleveland Cavaliers,False,-29,29
463,Wed Dec 22 2021,19:30,Cleveland Cavaliers,101,Boston Celtics,111,0,19156.0,TD Garden,Boston Celtics,True,10,10
484,Sun Dec 26 2021,18:00,Toronto Raptors,99,Cleveland Cavaliers,144,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,45,45
503,Tue Dec 28 2021,20:00,Cleveland Cavaliers,104,New Orleans Pelicans,108,0,15835.0,Smoothie King Center,New Orleans Pelicans,True,4,4
516,Thu Dec 30 2021,19:00,Cleveland Cavaliers,93,Washington Wizards,110,0,15637.0,Capital One Arena,Washington Wizards,True,17,17
521,Fri Dec 31 2021,19:30,Atlanta Hawks,121,Cleveland Cavaliers,118,0,17745.0,Rocket Mortgage Fieldhouse,Atlanta Hawks,False,-3,3
535,Sun Jan 2 2022,18:00,Indiana Pacers,104,Cleveland Cavaliers,108,0,17808.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,4,4
550,Tue Jan 4 2022,19:00,Memphis Grizzlies,110,Cleveland Cavaliers,106,0,18178.0,Rocket Mortgage Fieldhouse,Memphis Grizzlies,False,-4,4
578,Fri Jan 7 2022,22:00,Cleveland Cavaliers,114,Portland Trail Blazers,101,0,16708.0,Moda Center,Cleveland Cavaliers,False,-13,13
592,Sun Jan 9 2022,20:30,Cleveland Cavaliers,82,Golden State Warriors,96,0,18064.0,Chase Center,Golden State Warriors,True,14,14
601,Mon Jan 10 2022,22:00,Cleveland Cavaliers,109,Sacramento Kings,108,0,12110.0,Golden 1 Center,Cleveland Cavaliers,False,-1,1
614,Wed Jan 12 2022,21:00,Cleveland Cavaliers,111,Utah Jazz,91,0,18306.0,Vivint Smart Home Arena,Cleveland Cavaliers,False,-20,20
628,Fri Jan 14 2022,20:30,Cleveland Cavaliers,114,San Antonio Spurs,109,0,12160.0,AT&T Center,Cleveland Cavaliers,False,-5,5
636,Sat Jan 15 2022,20:00,Cleveland Cavaliers,107,Oklahoma City Thunder,102,0,15284.0,Paycom Center,Cleveland Cavaliers,False,-5,5
648,Mon Jan 17 2022,15:00,Brooklyn Nets,107,Cleveland Cavaliers,114,0,18105.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,7,7
664,Wed Jan 19 2022,20:00,Cleveland Cavaliers,104,Chicago Bulls,117,0,20824.0,United Center,Chicago Bulls,True,13,13
687,Sat Jan 22 2022,20:00,Oklahoma City Thunder,87,Cleveland Cavaliers,94,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,7,7
700,Mon Jan 24 2022,19:00,New York Knicks,93,Cleveland Cavaliers,95,0,17321.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,2,2
713,Wed Jan 26 2022,19:00,Milwaukee Bucks,99,Cleveland Cavaliers,115,0,18904.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,16,16
745,Sun Jan 30 2022,18:00,Cleveland Cavaliers,105,Detroit Pistons,115,0,16811.0,Little Caesars Arena,Detroit Pistons,True,10,10
750,Mon Jan 31 2022,19:00,New Orleans Pelicans,90,Cleveland Cavaliers,93,0,17637.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,3,3
769,Wed Feb 2 2022,20:00,Cleveland Cavaliers,104,Houston Rockets,115,0,14163.0,Toyota Center,Houston Rockets,True,11,11
780,Fri Feb 4 2022,19:00,Cleveland Cavaliers,102,Charlotte Hornets,101,0,17733.0,Spectrum Center,Cleveland Cavaliers,False,-1,1
798,Sun Feb 6 2022,18:00,Indiana Pacers,85,Cleveland Cavaliers,98,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,13,13
818,Wed Feb 9 2022,19:00,San Antonio Spurs,92,Cleveland Cavaliers,105,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,13,13
832,Fri Feb 11 2022,19:00,Cleveland Cavaliers,120,Indiana Pacers,113,0,15075.0,Gainbridge Fieldhouse,Cleveland Cavaliers,False,-7,7
842,Sat Feb 12 2022,19:30,Cleveland Cavaliers,93,Philadelphia 76ers,103,0,21057.0,Wells Fargo Center,Philadelphia 76ers,True,10,10
860,Tue Feb 15 2022,19:30,Cleveland Cavaliers,116,Atlanta Hawks,124,0,15947.0,State Farm Arena,Atlanta Hawks,True,8,8
883,Thu Feb 24 2022,19:00,Cleveland Cavaliers,103,Detroit Pistons,106,0,15622.0,Little Caesars Arena,Detroit Pistons,True,3,3
902,Sat Feb 26 2022,20:00,Washington Wizards,86,Cleveland Cavaliers,92,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,6,6
914,Mon Feb 28 2022,19:00,Minnesota Timberwolves,127,Cleveland Cavaliers,122,0,18421.0,Rocket Mortgage Fieldhouse,Minnesota Timberwolves,False,-5,5
927,Wed Mar 2 2022,19:00,Charlotte Hornets,119,Cleveland Cavaliers,98,0,19019.0,Rocket Mortgage Fieldhouse,Charlotte Hornets,False,-21,21
943,Fri Mar 4 2022,19:00,Cleveland Cavaliers,119,Philadelphia 76ers,125,0,21391.0,Wells Fargo Center,Philadelphia 76ers,True,6,6
962,Sun Mar 6 2022,19:30,Toronto Raptors,96,Cleveland Cavaliers,104,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,8,8
974,Tue Mar 8 2022,19:00,Cleveland Cavaliers,127,Indiana Pacers,124,0,14066.0,Gainbridge Fieldhouse,Cleveland Cavaliers,False,-3,3
998,Fri Mar 11 2022,20:00,Cleveland Cavaliers,105,Miami Heat,117,0,19600.0,FTX Arena,Miami Heat,True,12,12
1003,Sat Mar 12 2022,20:00,Cleveland Cavaliers,91,Chicago Bulls,101,0,21727.0,United Center,Chicago Bulls,True,10,10
1018,Mon Mar 14 2022,19:00,Los Angeles Clippers,111,Cleveland Cavaliers,120,1,18742.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,9,9
1032,Wed Mar 16 2022,19:00,Philadelphia 76ers,118,Cleveland Cavaliers,114,0,19432.0,Rocket Mortgage Fieldhouse,Philadelphia 76ers,False,-4,4
1047,Fri Mar 18 2022,19:30,Denver Nuggets,116,Cleveland Cavaliers,119,1,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,3,3
1058,Sat Mar 19 2022,20:00,Detroit Pistons,109,Cleveland Cavaliers,113,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,4,4
1070,Mon Mar 21 2022,19:00,Los Angeles Lakers,131,Cleveland Cavaliers,120,0,19432.0,Rocket Mortgage Fieldhouse,Los Angeles Lakers,False,-11,11
1093,Thu Mar 24 2022,19:30,Cleveland Cavaliers,104,Toronto Raptors,117,0,19800.0,Scotiabank Arena,Toronto Raptors,True,13,13
1108,Sat Mar 26 2022,20:00,Chicago Bulls,98,Cleveland Cavaliers,94,0,19432.0,Rocket Mortgage Fieldhouse,Chicago Bulls,False,-4,4
1121,Mon Mar 28 2022,19:00,Orlando Magic,101,Cleveland Cavaliers,107,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,6,6
1134,Wed Mar 30 2022,19:00,Dallas Mavericks,120,Cleveland Cavaliers,112,0,19432.0,Rocket Mortgage Fieldhouse,Dallas Mavericks,False,-8,8
1146,Thu Mar 31 2022,19:30,Cleveland Cavaliers,107,Atlanta Hawks,131,0,17491.0,State Farm Arena,Atlanta Hawks,True,24,24
1161,Sat Apr 2 2022,13:00,Cleveland Cavaliers,119,New York Knicks,101,0,19812.0,Madison Square Garden (IV),Cleveland Cavaliers,False,-18,18
1169,Sun Apr 3 2022,18:00,Philadelphia 76ers,112,Cleveland Cavaliers,108,0,19432.0,Rocket Mortgage Fieldhouse,Philadelphia 76ers,False,-4,4
1178,Tue Apr 5 2022,19:00,Cleveland Cavaliers,115,Orlando Magic,120,0,16897.0,Amway Center,Orlando Magic,True,5,5
1204,Fri Apr 8 2022,19:30,Cleveland Cavaliers,107,Brooklyn Nets,118,0,18169.0,Barclays Center,Brooklyn Nets,True,11,11
1217,Sun Apr 10 2022,15:30,Milwaukee Bucks,115,Cleveland Cavaliers,133,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,18,18
1230,Tue Apr 12 2022,19:00,Cleveland Cavaliers,108,Brooklyn Nets,115,0,17732.0,Barclays Center,Brooklyn Nets,True,7,7
1234,Fri Apr 15 2022,19:30,Atlanta Hawks,107,Cleveland Cavaliers,101,0,19432.0,Rocket Mortgage Fieldhouse,Atlanta Hawks,False,-6,6
