,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
931,Wed Mar 2 2022,20:00,Miami Heat,119,Milwaukee Bucks,120,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,1,1
945,Fri Mar 4 2022,19:30,Milwaukee Bucks,118,Chicago Bulls,112,0,21259.0,United Center,Milwaukee Bucks,False,-6,6
958,Sun Mar 6 2022,15:30,Phoenix Suns,122,Milwaukee Bucks,132,0,17495.0,Fiserv Forum,Milwaukee Bucks,True,10,10
977,Tue Mar 8 2022,20:00,Milwaukee Bucks,142,Oklahoma City Thunder,115,0,15743.0,Paycom Center,Milwaukee Bucks,False,-27,27
983,Wed Mar 9 2022,20:00,Atlanta Hawks,115,Milwaukee Bucks,124,0,17341.0,Fiserv Forum,Milwaukee Bucks,True,9,9
1006,Sat Mar 12 2022,20:30,Milwaukee Bucks,109,Golden State Warriors,122,0,18064.0,Chase Center,Golden State Warriors,True,13,13
1025,Mon Mar 14 2022,22:00,Milwaukee Bucks,117,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Milwaukee Bucks,False,-6,6
1041,Wed Mar 16 2022,22:00,Milwaukee Bucks,135,Sacramento Kings,126,0,15864.0,Golden 1 Center,Milwaukee Bucks,False,-9,9
1056,Sat Mar 19 2022,17:00,Milwaukee Bucks,119,Minnesota Timberwolves,138,0,17136.0,Target Center,Minnesota Timberwolves,True,19,19
1080,Tue Mar 22 2022,20:00,Chicago Bulls,98,Milwaukee Bucks,126,0,17983.0,Fiserv Forum,Milwaukee Bucks,True,28,28
1095,Thu Mar 24 2022,20:00,Washington Wizards,102,Milwaukee Bucks,114,0,18018.0,Fiserv Forum,Milwaukee Bucks,True,12,12
1109,Sat Mar 26 2022,20:00,Milwaukee Bucks,102,Memphis Grizzlies,127,0,17794.0,FedEx Forum,Memphis Grizzlies,True,25,25
1129,Tue Mar 29 2022,19:00,Milwaukee Bucks,118,Philadelphia 76ers,116,0,21467.0,Wells Fargo Center,Milwaukee Bucks,False,-2,2
1147,Thu Mar 31 2022,19:30,Milwaukee Bucks,120,Brooklyn Nets,119,1,17917.0,Barclays Center,Milwaukee Bucks,False,-1,1
1155,Fri Apr 1 2022,20:00,Los Angeles Clippers,153,Milwaukee Bucks,119,0,18023.0,Fiserv Forum,Los Angeles Clippers,False,-34,34
1166,Sun Apr 3 2022,13:00,Dallas Mavericks,118,Milwaukee Bucks,112,0,17902.0,Fiserv Forum,Dallas Mavericks,False,-6,6
1182,Tue Apr 5 2022,20:00,Milwaukee Bucks,127,Chicago Bulls,106,0,20799.0,United Center,Milwaukee Bucks,False,-21,21
1196,Thu Apr 7 2022,19:30,Boston Celtics,121,Milwaukee Bucks,127,0,18046.0,Fiserv Forum,Milwaukee Bucks,True,6,6
1202,Fri Apr 8 2022,19:00,Milwaukee Bucks,131,Detroit Pistons,101,0,22088.0,Little Caesars Arena,Milwaukee Bucks,False,-30,30
1217,Sun Apr 10 2022,15:30,Milwaukee Bucks,115,Cleveland Cavaliers,133,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True,18,18
1242,Sun Apr 17 2022,18:30,Chicago Bulls,86,Milwaukee Bucks,93,0,17717.0,Fiserv Forum,Milwaukee Bucks,True,7,7
1252,Wed Apr 20 2022,21:30,Chicago Bulls,114,Milwaukee Bucks,110,0,17688.0,Fiserv Forum,Chicago Bulls,False,-4,4
1257,Fri Apr 22 2022,20:30,Milwaukee Bucks,111,Chicago Bulls,81,0,22667.0,United Center,Milwaukee Bucks,False,-30,30
1263,Sun Apr 24 2022,13:00,Milwaukee Bucks,119,Chicago Bulls,95,0,22020.0,United Center,Milwaukee Bucks,False,-24,24
1273,Wed Apr 27 2022,19:30,Chicago Bulls,100,Milwaukee Bucks,116,0,17506.0,Fiserv Forum,Milwaukee Bucks,True,16,16
1279,Sun May 1 2022,13:00,Milwaukee Bucks,101,Boston Celtics,89,0,19156.0,TD Garden,Milwaukee Bucks,False,-12,12
1283,Tue May 3 2022,19:00,Milwaukee Bucks,86,Boston Celtics,109,0,19156.0,TD Garden,Boston Celtics,True,23,23
1289,Sat May 7 2022,15:30,Boston Celtics,101,Milwaukee Bucks,103,0,17736.0,Fiserv Forum,Milwaukee Bucks,True,2,2
1293,Mon May 9 2022,19:30,Boston Celtics,116,Milwaukee Bucks,108,0,17505.0,Fiserv Forum,Boston Celtics,False,-8,8
1297,Wed May 11 2022,19:00,Milwaukee Bucks,110,Boston Celtics,107,0,19156.0,TD Garden,Milwaukee Bucks,False,-3,3
1301,Fri May 13 2022,19:30,Boston Celtics,108,Milwaukee Bucks,95,0,17681.0,Fiserv Forum,Boston Celtics,False,-13,13
1303,Sun May 15 2022,15:30,Milwaukee Bucks,81,Boston Celtics,109,0,19156.0,TD Garden,Boston Celtics,True,28,28
