,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win,Home_team_win_margin,Winner_Margin
361,Mon Dec 6 2021,22:00,Los Angeles Clippers,102,Portland Trail Blazers,90,0,15865.0,Moda Center,Los Angeles Clippers,False,-12,12
375,Wed Dec 8 2021,22:00,Portland Trail Blazers,94,Golden State Warriors,104,0,18064.0,Chase Center,Golden State Warriors,True,10,10
401,Sun Dec 12 2021,21:00,Minnesota Timberwolves,116,Portland Trail Blazers,111,0,16591.0,Moda Center,Minnesota Timberwolves,False,-5,5
414,Tue Dec 14 2021,22:00,Phoenix Suns,111,Portland Trail Blazers,107,1,16184.0,Moda Center,Phoenix Suns,False,-4,4
423,Wed Dec 15 2021,22:00,Memphis Grizzlies,113,Portland Trail Blazers,103,0,15773.0,Moda Center,Memphis Grizzlies,False,-10,10
436,Fri Dec 17 2021,22:00,Charlotte Hornets,116,Portland Trail Blazers,125,0,18399.0,Moda Center,Portland Trail Blazers,True,9,9
446,Sun Dec 19 2021,18:00,Portland Trail Blazers,105,Memphis Grizzlies,100,0,15977.0,FedEx Forum,Portland Trail Blazers,False,-5,5
459,Tue Dec 21 2021,20:00,Portland Trail Blazers,97,New Orleans Pelicans,111,0,15272.0,Smoothie King Center,New Orleans Pelicans,True,14,14
496,Mon Dec 27 2021,22:00,Dallas Mavericks,132,Portland Trail Blazers,117,0,18430.0,Moda Center,Dallas Mavericks,False,-15,15
512,Wed Dec 29 2021,22:00,Utah Jazz,120,Portland Trail Blazers,105,0,17828.0,Moda Center,Utah Jazz,False,-15,15
526,Fri Dec 31 2021,22:30,Portland Trail Blazers,106,Los Angeles Lakers,139,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True,33,33
548,Mon Jan 3 2022,22:00,Atlanta Hawks,131,Portland Trail Blazers,136,0,15091.0,Moda Center,Portland Trail Blazers,True,5,5
564,Wed Jan 5 2022,22:00,Miami Heat,115,Portland Trail Blazers,109,0,15773.0,Moda Center,Miami Heat,False,-6,6
578,Fri Jan 7 2022,22:00,Cleveland Cavaliers,114,Portland Trail Blazers,101,0,16708.0,Moda Center,Cleveland Cavaliers,False,-13,13
593,Sun Jan 9 2022,21:00,Sacramento Kings,88,Portland Trail Blazers,103,0,16408.0,Moda Center,Portland Trail Blazers,True,15,15
600,Mon Jan 10 2022,22:00,Brooklyn Nets,108,Portland Trail Blazers,114,0,16379.0,Moda Center,Portland Trail Blazers,True,6,6
621,Thu Jan 13 2022,22:00,Portland Trail Blazers,108,Denver Nuggets,140,0,14972.0,Ball Arena,Denver Nuggets,True,32,32
632,Sat Jan 15 2022,19:00,Portland Trail Blazers,115,Washington Wizards,110,0,15124.0,Capital One Arena,Portland Trail Blazers,False,-5,5
652,Mon Jan 17 2022,19:00,Portland Trail Blazers,98,Orlando Magic,88,0,13648.0,Amway Center,Portland Trail Blazers,False,-10,10
663,Wed Jan 19 2022,19:30,Portland Trail Blazers,92,Miami Heat,104,0,19600.0,FTX Arena,Miami Heat,True,12,12
679,Fri Jan 21 2022,19:30,Portland Trail Blazers,109,Boston Celtics,105,0,19156.0,TD Garden,Portland Trail Blazers,False,-4,4
693,Sun Jan 23 2022,18:00,Portland Trail Blazers,114,Toronto Raptors,105,0,,Scotiabank Arena,Portland Trail Blazers,False,-9,9
712,Tue Jan 25 2022,22:00,Minnesota Timberwolves,109,Portland Trail Blazers,107,0,16422.0,Moda Center,Minnesota Timberwolves,False,-2,2
721,Wed Jan 26 2022,22:00,Dallas Mavericks,132,Portland Trail Blazers,112,0,16334.0,Moda Center,Dallas Mavericks,False,-20,20
728,Fri Jan 28 2022,20:00,Portland Trail Blazers,125,Houston Rockets,110,0,16100.0,Toyota Center,Portland Trail Blazers,False,-15,15
744,Sun Jan 30 2022,15:30,Portland Trail Blazers,116,Chicago Bulls,130,0,19521.0,United Center,Chicago Bulls,True,14,14
757,Mon Jan 31 2022,20:00,Portland Trail Blazers,81,Oklahoma City Thunder,98,0,13812.0,Paycom Center,Oklahoma City Thunder,True,17,17
773,Wed Feb 2 2022,22:30,Portland Trail Blazers,94,Los Angeles Lakers,99,0,17259.0,Crypto.com Arena,Los Angeles Lakers,True,5,5
788,Fri Feb 4 2022,22:00,Oklahoma City Thunder,96,Portland Trail Blazers,93,0,15329.0,Moda Center,Oklahoma City Thunder,False,-3,3
793,Sat Feb 5 2022,22:00,Milwaukee Bucks,137,Portland Trail Blazers,108,0,19393.0,Moda Center,Milwaukee Bucks,False,-29,29
816,Tue Feb 8 2022,22:00,Orlando Magic,113,Portland Trail Blazers,95,0,16024.0,Moda Center,Orlando Magic,False,-18,18
821,Wed Feb 9 2022,22:00,Los Angeles Lakers,105,Portland Trail Blazers,107,0,19393.0,Moda Center,Portland Trail Blazers,True,2,2
838,Sat Feb 12 2022,17:00,New York Knicks,103,Portland Trail Blazers,112,0,18521.0,Moda Center,Portland Trail Blazers,True,9,9
855,Mon Feb 14 2022,20:00,Portland Trail Blazers,122,Milwaukee Bucks,107,0,17341.0,Fiserv Forum,Portland Trail Blazers,False,-15,15
872,Wed Feb 16 2022,20:00,Portland Trail Blazers,123,Memphis Grizzlies,119,0,16834.0,FedEx Forum,Portland Trail Blazers,False,-4,4
888,Thu Feb 24 2022,22:00,Golden State Warriors,132,Portland Trail Blazers,95,0,20098.0,Moda Center,Golden State Warriors,False,-37,37
912,Sun Feb 27 2022,21:00,Denver Nuggets,124,Portland Trail Blazers,92,0,17771.0,Moda Center,Denver Nuggets,False,-32,32
934,Wed Mar 2 2022,22:00,Portland Trail Blazers,90,Phoenix Suns,120,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True,30,30
955,Sat Mar 5 2022,20:00,Portland Trail Blazers,121,Minnesota Timberwolves,135,0,17136.0,Target Center,Minnesota Timberwolves,True,14,14
968,Mon Mar 7 2022,20:00,Portland Trail Blazers,81,Minnesota Timberwolves,124,0,16035.0,Target Center,Minnesota Timberwolves,True,43,43
989,Wed Mar 9 2022,22:00,Portland Trail Blazers,85,Utah Jazz,123,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True,38,38
1009,Sat Mar 12 2022,22:00,Washington Wizards,118,Portland Trail Blazers,127,0,17524.0,Moda Center,Portland Trail Blazers,True,9,9
1019,Mon Mar 14 2022,19:30,Portland Trail Blazers,113,Atlanta Hawks,122,0,16432.0,State Farm Arena,Atlanta Hawks,True,9,9
1035,Wed Mar 16 2022,19:30,Portland Trail Blazers,98,New York Knicks,128,0,18213.0,Madison Square Garden (IV),New York Knicks,True,30,30
1046,Fri Mar 18 2022,19:30,Portland Trail Blazers,123,Brooklyn Nets,128,0,17732.0,Barclays Center,Brooklyn Nets,True,5,5
1061,Sun Mar 20 2022,15:30,Portland Trail Blazers,98,Indiana Pacers,129,0,16067.0,Gainbridge Fieldhouse,Indiana Pacers,True,31,31
1071,Mon Mar 21 2022,19:00,Portland Trail Blazers,119,Detroit Pistons,115,0,14923.0,Little Caesars Arena,Portland Trail Blazers,False,-4,4
1092,Wed Mar 23 2022,22:00,San Antonio Spurs,133,Portland Trail Blazers,96,0,16610.0,Moda Center,San Antonio Spurs,False,-37,37
1103,Fri Mar 25 2022,22:00,Houston Rockets,125,Portland Trail Blazers,106,0,16947.0,Moda Center,Houston Rockets,False,-19,19
1112,Sat Mar 26 2022,22:00,Houston Rockets,115,Portland Trail Blazers,98,0,17821.0,Moda Center,Houston Rockets,False,-17,17
1128,Mon Mar 28 2022,22:00,Oklahoma City Thunder,134,Portland Trail Blazers,131,1,18188.0,Moda Center,Oklahoma City Thunder,False,-3,3
1144,Wed Mar 30 2022,22:00,New Orleans Pelicans,117,Portland Trail Blazers,107,0,18551.0,Moda Center,New Orleans Pelicans,False,-10,10
1157,Fri Apr 1 2022,20:30,Portland Trail Blazers,111,San Antonio Spurs,130,0,17512.0,AT&T Center,San Antonio Spurs,True,19,19
1173,Sun Apr 3 2022,19:00,Portland Trail Blazers,92,San Antonio Spurs,113,0,15816.0,AT&T Center,San Antonio Spurs,True,21,21
1184,Tue Apr 5 2022,20:00,Portland Trail Blazers,94,Oklahoma City Thunder,98,0,14674.0,Paycom Center,Oklahoma City Thunder,True,4,4
1199,Thu Apr 7 2022,20:00,Portland Trail Blazers,94,New Orleans Pelicans,127,0,12432.0,Smoothie King Center,New Orleans Pelicans,True,33,33
1208,Fri Apr 8 2022,20:30,Portland Trail Blazers,78,Dallas Mavericks,128,0,20174.0,American Airlines Center,Dallas Mavericks,True,50,50
1229,Sun Apr 10 2022,21:30,Utah Jazz,111,Portland Trail Blazers,80,0,18123.0,Moda Center,Utah Jazz,False,-31,31
