,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
402,Sun Dec 12 2021,9:30p,Orlando Magic,94,Los Angeles Lakers,106,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
418,Wed Dec 15 2021,7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,1,20270.0,American Airlines Center,Los Angeles Lakers,False
435,Fri Dec 17 2021,10:00p,Los Angeles Lakers,92,Minnesota Timberwolves,110,0,17136.0,Target Center,Minnesota Timberwolves,True
448,Sun Dec 19 2021,8:00p,Los Angeles Lakers,110,Chicago Bulls,115,0,21560.0,United Center,Chicago Bulls,True
461,Tue Dec 21 2021,10:00p,Phoenix Suns,108,Los Angeles Lakers,90,0,18997.0,Crypto.com Arena,Phoenix Suns,False
477,Thu Dec 23 2021,10:30p,San Antonio Spurs,138,Los Angeles Lakers,110,0,18997.0,Crypto.com Arena,San Antonio Spurs,False
481,Sat Dec 25 2021,8:00p,Brooklyn Nets,122,Los Angeles Lakers,115,0,18997.0,Crypto.com Arena,Brooklyn Nets,False
501,Tue Dec 28 2021,8:00p,Los Angeles Lakers,132,Houston Rockets,123,0,18104.0,Toyota Center,Los Angeles Lakers,False
510,Wed Dec 29 2021,8:00p,Los Angeles Lakers,99,Memphis Grizzlies,104,0,17794.0,FedEx Forum,Memphis Grizzlies,True
526,Fri Dec 31 2021,10:30p,Portland Trail Blazers,106,Los Angeles Lakers,139,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
539,Sun Jan 2 2022,9:30p,Minnesota Timberwolves,103,Los Angeles Lakers,108,0,18343.0,Crypto.com Arena,Los Angeles Lakers,True
554,Tue Jan 4 2022,10:30p,Sacramento Kings,114,Los Angeles Lakers,122,0,17919.0,Crypto.com Arena,Los Angeles Lakers,True
577,Fri Jan 7 2022,10:00p,Atlanta Hawks,118,Los Angeles Lakers,134,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
594,Sun Jan 9 2022,9:30p,Memphis Grizzlies,127,Los Angeles Lakers,119,0,18288.0,Crypto.com Arena,Memphis Grizzlies,False
616,Wed Jan 12 2022,10:00p,Los Angeles Lakers,116,Sacramento Kings,125,0,12199.0,Golden 1 Center,Sacramento Kings,True
639,Sat Jan 15 2022,9:00p,Los Angeles Lakers,96,Denver Nuggets,133,0,19520.0,Ball Arena,Denver Nuggets,True
656,Mon Jan 17 2022,10:30p,Utah Jazz,95,Los Angeles Lakers,101,0,17238.0,Crypto.com Arena,Los Angeles Lakers,True
671,Wed Jan 19 2022,10:30p,Indiana Pacers,111,Los Angeles Lakers,104,0,17818.0,Crypto.com Arena,Indiana Pacers,False
676,Fri Jan 21 2022,7:00p,Los Angeles Lakers,116,Orlando Magic,105,0,18846.0,Amway Center,Los Angeles Lakers,False
691,Sun Jan 23 2022,6:00p,Los Angeles Lakers,107,Miami Heat,113,0,19973.0,FTX Arena,Miami Heat,True
709,Tue Jan 25 2022,7:30p,Los Angeles Lakers,106,Brooklyn Nets,96,0,18126.0,Barclays Center,Los Angeles Lakers,False
723,Thu Jan 27 2022,7:30p,Los Angeles Lakers,87,Philadelphia 76ers,105,0,20953.0,Wells Fargo Center,Philadelphia 76ers,True
727,Fri Jan 28 2022,7:30p,Los Angeles Lakers,114,Charlotte Hornets,117,0,19469.0,Spectrum Center,Charlotte Hornets,True
742,Sun Jan 30 2022,1:00p,Los Angeles Lakers,121,Atlanta Hawks,129,0,17391.0,State Farm Arena,Atlanta Hawks,True
773,Wed Feb 2 2022,10:30p,Portland Trail Blazers,94,Los Angeles Lakers,99,0,17259.0,Crypto.com Arena,Los Angeles Lakers,True
779,Thu Feb 3 2022,10:00p,Los Angeles Lakers,110,Los Angeles Clippers,111,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True
792,Sat Feb 5 2022,8:30p,New York Knicks,115,Los Angeles Lakers,122,1,18997.0,Crypto.com Arena,Los Angeles Lakers,True
815,Tue Feb 8 2022,10:00p,Milwaukee Bucks,131,Los Angeles Lakers,116,0,18997.0,Crypto.com Arena,Milwaukee Bucks,False
821,Wed Feb 9 2022,10:00p,Los Angeles Lakers,105,Portland Trail Blazers,107,0,19393.0,Moda Center,Portland Trail Blazers,True
847,Sat Feb 12 2022,8:30p,Los Angeles Lakers,115,Golden State Warriors,117,0,18064.0,Chase Center,Golden State Warriors,True
877,Wed Feb 16 2022,10:00p,Utah Jazz,101,Los Angeles Lakers,106,0,17787.0,Crypto.com Arena,Los Angeles Lakers,True
898,Fri Feb 25 2022,10:00p,Los Angeles Clippers,105,Los Angeles Lakers,102,0,18997.0,Crypto.com Arena,Los Angeles Clippers,False
913,Sun Feb 27 2022,10:00p,New Orleans Pelicans,123,Los Angeles Lakers,95,0,17536.0,Crypto.com Arena,New Orleans Pelicans,False
926,Tue Mar 1 2022,10:00p,Dallas Mavericks,109,Los Angeles Lakers,104,0,17857.0,Crypto.com Arena,Dallas Mavericks,False
941,Thu Mar 3 2022,10:00p,Los Angeles Lakers,111,Los Angeles Clippers,132,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True
956,Sat Mar 5 2022,8:30p,Golden State Warriors,116,Los Angeles Lakers,124,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
970,Mon Mar 7 2022,8:30p,Los Angeles Lakers,110,San Antonio Spurs,117,0,18354.0,AT&T Center,San Antonio Spurs,True
982,Wed Mar 9 2022,8:00p,Los Angeles Lakers,130,Houston Rockets,139,1,18055.0,Toyota Center,Houston Rockets,True
1002,Fri Mar 11 2022,10:30p,Washington Wizards,109,Los Angeles Lakers,122,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
1017,Sun Mar 13 2022,9:00p,Los Angeles Lakers,111,Phoenix Suns,140,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1026,Mon Mar 14 2022,10:30p,Toronto Raptors,114,Los Angeles Lakers,103,0,18228.0,Crypto.com Arena,Toronto Raptors,False
1037,Wed Mar 16 2022,8:00p,Los Angeles Lakers,104,Minnesota Timberwolves,124,0,17136.0,Target Center,Minnesota Timberwolves,True
1049,Fri Mar 18 2022,7:30p,Los Angeles Lakers,128,Toronto Raptors,123,1,19800.0,Scotiabank Arena,Los Angeles Lakers,False
1059,Sat Mar 19 2022,8:00p,Los Angeles Lakers,119,Washington Wizards,127,0,20476.0,Capital One Arena,Washington Wizards,True
1070,Mon Mar 21 2022,7:00p,Los Angeles Lakers,131,Cleveland Cavaliers,120,0,19432.0,Rocket Mortgage Fieldhouse,Los Angeles Lakers,False
1091,Wed Mar 23 2022,10:00p,Philadelphia 76ers,126,Los Angeles Lakers,121,0,18997.0,Crypto.com Arena,Philadelphia 76ers,False
1117,Sun Mar 27 2022,7:00p,Los Angeles Lakers,108,New Orleans Pelicans,116,0,18516.0,Smoothie King Center,New Orleans Pelicans,True
1132,Tue Mar 29 2022,7:30p,Los Angeles Lakers,110,Dallas Mavericks,128,0,20382.0,American Airlines Center,Dallas Mavericks,True
1149,Thu Mar 31 2022,10:00p,Los Angeles Lakers,109,Utah Jazz,122,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1159,Fri Apr 1 2022,10:30p,New Orleans Pelicans,114,Los Angeles Lakers,111,0,18997.0,Crypto.com Arena,New Orleans Pelicans,False
1167,Sun Apr 3 2022,3:30p,Denver Nuggets,129,Los Angeles Lakers,118,0,18997.0,Crypto.com Arena,Denver Nuggets,False
1188,Tue Apr 5 2022,10:30p,Los Angeles Lakers,110,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1201,Thu Apr 7 2022,10:00p,Los Angeles Lakers,112,Golden State Warriors,128,0,18064.0,Chase Center,Golden State Warriors,True
1210,Fri Apr 8 2022,10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
1225,Sun Apr 10 2022,9:30p,Los Angeles Lakers,146,Denver Nuggets,141,1,19520.0,Ball Arena,Los Angeles Lakers,False
