,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
642,Sun Jan 16 2022,6:00p,Houston Rockets,118,Sacramento Kings,112,0,13601.0,Golden 1 Center,Houston Rockets,False
670,Wed Jan 19 2022,10:00p,Detroit Pistons,133,Sacramento Kings,131,0,12907.0,Golden 1 Center,Detroit Pistons,False
686,Sat Jan 22 2022,7:00p,Sacramento Kings,127,Milwaukee Bucks,133,0,17341.0,Fiserv Forum,Milwaukee Bucks,True
708,Tue Jan 25 2022,7:30p,Sacramento Kings,75,Boston Celtics,128,0,19156.0,TD Garden,Boston Celtics,True
716,Wed Jan 26 2022,7:30p,Sacramento Kings,104,Atlanta Hawks,121,0,15080.0,State Farm Arena,Atlanta Hawks,True
738,Sat Jan 29 2022,7:30p,Sacramento Kings,101,Philadelphia 76ers,103,0,20380.0,Wells Fargo Center,Philadelphia 76ers,True
755,Mon Jan 31 2022,7:30p,Sacramento Kings,96,New York Knicks,116,0,15925.0,Madison Square Garden (IV),New York Knicks,True
771,Wed Feb 2 2022,10:00p,Brooklyn Nets,101,Sacramento Kings,112,0,13153.0,Golden 1 Center,Sacramento Kings,True
778,Thu Feb 3 2022,10:00p,Sacramento Kings,114,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
794,Sat Feb 5 2022,10:00p,Oklahoma City Thunder,103,Sacramento Kings,113,0,14097.0,Golden 1 Center,Sacramento Kings,True
817,Tue Feb 8 2022,10:00p,Minnesota Timberwolves,134,Sacramento Kings,114,0,12409.0,Golden 1 Center,Minnesota Timberwolves,False
822,Wed Feb 9 2022,10:00p,Minnesota Timberwolves,119,Sacramento Kings,132,0,12527.0,Golden 1 Center,Sacramento Kings,True
841,Sat Feb 12 2022,7:00p,Sacramento Kings,123,Washington Wizards,110,0,14169.0,Capital One Arena,Sacramento Kings,False
852,Mon Feb 14 2022,7:30p,Sacramento Kings,85,Brooklyn Nets,109,0,16873.0,Barclays Center,Brooklyn Nets,True
871,Wed Feb 16 2022,8:00p,Sacramento Kings,118,Chicago Bulls,125,0,19166.0,United Center,Chicago Bulls,True
889,Thu Feb 24 2022,10:00p,Denver Nuggets,128,Sacramento Kings,110,0,15855.0,Golden 1 Center,Denver Nuggets,False
905,Sat Feb 26 2022,9:00p,Sacramento Kings,110,Denver Nuggets,115,0,19520.0,Ball Arena,Denver Nuggets,True
920,Mon Feb 28 2022,8:00p,Sacramento Kings,131,Oklahoma City Thunder,110,0,13945.0,Paycom Center,Sacramento Kings,False
932,Wed Mar 2 2022,8:00p,Sacramento Kings,95,New Orleans Pelicans,125,0,15490.0,Smoothie King Center,New Orleans Pelicans,True
940,Thu Mar 3 2022,8:30p,Sacramento Kings,115,San Antonio Spurs,112,0,13049.0,AT&T Center,Sacramento Kings,False
951,Sat Mar 5 2022,5:00p,Sacramento Kings,113,Dallas Mavericks,114,0,20060.0,American Airlines Center,Dallas Mavericks,True
972,Mon Mar 7 2022,10:30p,New York Knicks,131,Sacramento Kings,115,0,14720.0,Golden 1 Center,New York Knicks,False
988,Wed Mar 9 2022,10:00p,Denver Nuggets,106,Sacramento Kings,100,0,14697.0,Golden 1 Center,Denver Nuggets,False
1008,Sat Mar 12 2022,9:00p,Sacramento Kings,125,Utah Jazz,134,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1024,Mon Mar 14 2022,10:00p,Chicago Bulls,103,Sacramento Kings,112,0,15943.0,Golden 1 Center,Sacramento Kings,True
1041,Wed Mar 16 2022,10:00p,Milwaukee Bucks,135,Sacramento Kings,126,0,15864.0,Golden 1 Center,Milwaukee Bucks,False
1055,Fri Mar 18 2022,10:00p,Boston Celtics,126,Sacramento Kings,97,0,15313.0,Golden 1 Center,Boston Celtics,False
1064,Sun Mar 20 2022,6:00p,Phoenix Suns,127,Sacramento Kings,124,1,17583.0,Golden 1 Center,Phoenix Suns,False
1084,Wed Mar 23 2022,7:00p,Sacramento Kings,110,Indiana Pacers,109,0,14227.0,Gainbridge Fieldhouse,Sacramento Kings,False
1106,Sat Mar 26 2022,7:00p,Sacramento Kings,114,Orlando Magic,110,1,16366.0,Amway Center,Sacramento Kings,False
1123,Mon Mar 28 2022,7:30p,Sacramento Kings,100,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True
1140,Wed Mar 30 2022,8:00p,Sacramento Kings,121,Houston Rockets,118,0,13365.0,Toyota Center,Sacramento Kings,False
1153,Fri Apr 1 2022,8:00p,Sacramento Kings,122,Houston Rockets,117,0,14857.0,Toyota Center,Sacramento Kings,False
1175,Sun Apr 3 2022,9:00p,Golden State Warriors,109,Sacramento Kings,90,0,17583.0,Golden 1 Center,Golden State Warriors,False
1187,Tue Apr 5 2022,10:00p,New Orleans Pelicans,123,Sacramento Kings,109,0,16047.0,Golden 1 Center,New Orleans Pelicans,False
1214,Sat Apr 9 2022,9:30p,Sacramento Kings,98,Los Angeles Clippers,117,0,17568.0,Crypto.com Arena,Los Angeles Clippers,True
1228,Sun Apr 10 2022,9:30p,Sacramento Kings,116,Phoenix Suns,109,0,17071.0,Phoenix Suns Arena,Sacramento Kings,False
