,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1252,Wed Apr 20 2022,9:30p,Chicago Bulls,114,Milwaukee Bucks,110,0,17688.0,Fiserv Forum,Chicago Bulls,False
1257,Fri Apr 22 2022,8:30p,Milwaukee Bucks,111,Chicago Bulls,81,0,22667.0,United Center,Milwaukee Bucks,False
1263,Sun Apr 24 2022,1:00p,Milwaukee Bucks,119,Chicago Bulls,95,0,22020.0,United Center,Milwaukee Bucks,False
1273,Wed Apr 27 2022,7:30p,Chicago Bulls,100,Milwaukee Bucks,116,0,17506.0,Fiserv Forum,Milwaukee Bucks,True
1279,Sun May 1 2022,1:00p,Milwaukee Bucks,101,Boston Celtics,89,0,19156.0,TD Garden,Milwaukee Bucks,False
1283,Tue May 3 2022,7:00p,Milwaukee Bucks,86,Boston Celtics,109,0,19156.0,TD Garden,Boston Celtics,True
1289,Sat May 7 2022,3:30p,Boston Celtics,101,Milwaukee Bucks,103,0,17736.0,Fiserv Forum,Milwaukee Bucks,True
1293,Mon May 9 2022,7:30p,Boston Celtics,116,Milwaukee Bucks,108,0,17505.0,Fiserv Forum,Boston Celtics,False
1297,Wed May 11 2022,7:00p,Milwaukee Bucks,110,Boston Celtics,107,0,19156.0,TD Garden,Milwaukee Bucks,False
1301,Fri May 13 2022,7:30p,Boston Celtics,108,Milwaukee Bucks,95,0,17681.0,Fiserv Forum,Boston Celtics,False
1303,Sun May 15 2022,3:30p,Milwaukee Bucks,81,Boston Celtics,109,0,19156.0,TD Garden,Boston Celtics,True
