,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1051,Fri Mar 18 2022,8:00p,Oklahoma City Thunder,108,Miami Heat,120,0,19600.0,FTX Arena,Miami Heat,True
1063,Sun Mar 20 2022,6:00p,Oklahoma City Thunder,85,Orlando Magic,90,0,15012.0,Amway Center,Orlando Magic,True
1076,Mon Mar 21 2022,8:00p,Boston Celtics,132,Oklahoma City Thunder,123,0,15345.0,Paycom Center,Boston Celtics,False
1089,Wed Mar 23 2022,8:00p,Orlando Magic,102,Oklahoma City Thunder,118,0,14393.0,Paycom Center,Oklahoma City Thunder,True
1111,Sat Mar 26 2022,9:00p,Oklahoma City Thunder,107,Denver Nuggets,113,0,19520.0,Ball Arena,Denver Nuggets,True
1128,Mon Mar 28 2022,10:00p,Oklahoma City Thunder,134,Portland Trail Blazers,131,1,18188.0,Moda Center,Oklahoma City Thunder,False
1141,Wed Mar 30 2022,8:00p,Atlanta Hawks,136,Oklahoma City Thunder,118,0,15595.0,Paycom Center,Atlanta Hawks,False
1156,Fri Apr 1 2022,8:00p,Detroit Pistons,110,Oklahoma City Thunder,101,0,16961.0,Paycom Center,Detroit Pistons,False
1172,Sun Apr 3 2022,7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,0,17078.0,Paycom Center,Oklahoma City Thunder,True
1184,Tue Apr 5 2022,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,0,14674.0,Paycom Center,Oklahoma City Thunder,True
1193,Wed Apr 6 2022,9:00p,Oklahoma City Thunder,101,Utah Jazz,137,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1210,Fri Apr 8 2022,10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,0,18997.0,Crypto.com Arena,Los Angeles Lakers,True
1226,Sun Apr 10 2022,9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,0,18210.0,Crypto.com Arena,Los Angeles Clippers,True
