,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1046,Fri Mar 18 2022,7:30p,Portland Trail Blazers,123,Brooklyn Nets,128,0,17732.0,Barclays Center,Brooklyn Nets,True
1061,Sun Mar 20 2022,3:30p,Portland Trail Blazers,98,Indiana Pacers,129,0,16067.0,Gainbridge Fieldhouse,Indiana Pacers,True
1071,Mon Mar 21 2022,7:00p,Portland Trail Blazers,119,Detroit Pistons,115,0,14923.0,Little Caesars Arena,Portland Trail Blazers,False
1092,Wed Mar 23 2022,10:00p,San Antonio Spurs,133,Portland Trail Blazers,96,0,16610.0,Moda Center,San Antonio Spurs,False
1103,Fri Mar 25 2022,10:00p,Houston Rockets,125,Portland Trail Blazers,106,0,16947.0,Moda Center,Houston Rockets,False
1112,Sat Mar 26 2022,10:00p,Houston Rockets,115,Portland Trail Blazers,98,0,17821.0,Moda Center,Houston Rockets,False
1128,Mon Mar 28 2022,10:00p,Oklahoma City Thunder,134,Portland Trail Blazers,131,1,18188.0,Moda Center,Oklahoma City Thunder,False
1144,Wed Mar 30 2022,10:00p,New Orleans Pelicans,117,Portland Trail Blazers,107,0,18551.0,Moda Center,New Orleans Pelicans,False
1157,Fri Apr 1 2022,8:30p,Portland Trail Blazers,111,San Antonio Spurs,130,0,17512.0,AT&T Center,San Antonio Spurs,True
1173,Sun Apr 3 2022,7:00p,Portland Trail Blazers,92,San Antonio Spurs,113,0,15816.0,AT&T Center,San Antonio Spurs,True
1184,Tue Apr 5 2022,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,0,14674.0,Paycom Center,Oklahoma City Thunder,True
1199,Thu Apr 7 2022,8:00p,Portland Trail Blazers,94,New Orleans Pelicans,127,0,12432.0,Smoothie King Center,New Orleans Pelicans,True
1208,Fri Apr 8 2022,8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,0,20174.0,American Airlines Center,Dallas Mavericks,True
1229,Sun Apr 10 2022,9:30p,Utah Jazz,111,Portland Trail Blazers,80,0,18123.0,Moda Center,Utah Jazz,False
