,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
444,Sat Dec 18 2021,9:00p,Washington Wizards,109,Utah Jazz,103,0,18306.0,Vivint Smart Home Arena,Washington Wizards,False
454,Mon Dec 20 2021,9:00p,Charlotte Hornets,102,Utah Jazz,112,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
475,Thu Dec 23 2021,9:00p,Minnesota Timberwolves,116,Utah Jazz,128,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
482,Sat Dec 25 2021,10:30p,Dallas Mavericks,116,Utah Jazz,120,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
494,Mon Dec 27 2021,8:30p,Utah Jazz,110,San Antonio Spurs,104,0,16255.0,AT&T Center,Utah Jazz,False
512,Wed Dec 29 2021,10:00p,Utah Jazz,120,Portland Trail Blazers,105,0,17828.0,Moda Center,Utah Jazz,False
525,Fri Dec 31 2021,9:00p,Minnesota Timberwolves,108,Utah Jazz,120,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
532,Sat Jan 1 2022,9:00p,Golden State Warriors,123,Utah Jazz,116,0,18306.0,Vivint Smart Home Arena,Golden State Warriors,False
545,Mon Jan 3 2022,8:00p,Utah Jazz,115,New Orleans Pelicans,104,0,15057.0,Smoothie King Center,Utah Jazz,False
563,Wed Jan 5 2022,10:00p,Utah Jazz,115,Denver Nuggets,109,0,14056.0,Ball Arena,Utah Jazz,False
572,Fri Jan 7 2022,7:30p,Utah Jazz,108,Toronto Raptors,122,0,0.0,Scotiabank Arena,Toronto Raptors,True
582,Sat Jan 8 2022,7:00p,Utah Jazz,113,Indiana Pacers,125,0,13160.0,Gainbridge Fieldhouse,Indiana Pacers,True
596,Mon Jan 10 2022,7:00p,Utah Jazz,116,Detroit Pistons,126,0,17834.0,Little Caesars Arena,Detroit Pistons,True
614,Wed Jan 12 2022,9:00p,Cleveland Cavaliers,111,Utah Jazz,91,0,18306.0,Vivint Smart Home Arena,Cleveland Cavaliers,False
643,Sun Jan 16 2022,8:00p,Utah Jazz,125,Denver Nuggets,102,0,15647.0,Ball Arena,Utah Jazz,False
656,Mon Jan 17 2022,10:30p,Utah Jazz,95,Los Angeles Lakers,101,0,17238.0,Crypto.com Arena,Los Angeles Lakers,True
668,Wed Jan 19 2022,9:00p,Houston Rockets,116,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Houston Rockets,False
684,Fri Jan 21 2022,9:00p,Detroit Pistons,101,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
699,Sun Jan 23 2022,8:30p,Utah Jazz,92,Golden State Warriors,94,0,18064.0,Chase Center,Golden State Warriors,True
703,Mon Jan 24 2022,9:00p,Utah Jazz,109,Phoenix Suns,115,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
722,Wed Jan 26 2022,10:00p,Phoenix Suns,105,Utah Jazz,97,0,18306.0,Vivint Smart Home Arena,Phoenix Suns,False
729,Fri Jan 28 2022,8:00p,Utah Jazz,109,Memphis Grizzlies,119,0,16916.0,FedEx Forum,Memphis Grizzlies,True
748,Sun Jan 30 2022,8:00p,Utah Jazz,106,Minnesota Timberwolves,126,0,10407.0,Target Center,Minnesota Timberwolves,True
772,Wed Feb 2 2022,10:00p,Denver Nuggets,104,Utah Jazz,108,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
786,Fri Feb 4 2022,9:00p,Brooklyn Nets,102,Utah Jazz,125,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
807,Mon Feb 7 2022,9:00p,New York Knicks,104,Utah Jazz,113,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
823,Wed Feb 9 2022,10:00p,Golden State Warriors,85,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
837,Fri Feb 11 2022,9:00p,Orlando Magic,99,Utah Jazz,114,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
858,Mon Feb 14 2022,9:00p,Houston Rockets,101,Utah Jazz,135,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
877,Wed Feb 16 2022,10:00p,Utah Jazz,101,Los Angeles Lakers,106,0,17787.0,Crypto.com Arena,Los Angeles Lakers,True
897,Fri Feb 25 2022,9:00p,Dallas Mavericks,109,Utah Jazz,114,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
907,Sun Feb 27 2022,3:30p,Utah Jazz,118,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Utah Jazz,False
930,Wed Mar 2 2022,8:00p,Utah Jazz,132,Houston Rockets,127,1,13583.0,Toyota Center,Utah Jazz,False
947,Fri Mar 4 2022,8:00p,Utah Jazz,90,New Orleans Pelicans,124,0,16178.0,Smoothie King Center,New Orleans Pelicans,True
961,Sun Mar 6 2022,7:00p,Utah Jazz,116,Oklahoma City Thunder,103,0,15079.0,Paycom Center,Utah Jazz,False
969,Mon Mar 7 2022,8:30p,Utah Jazz,103,Dallas Mavericks,111,0,20077.0,American Airlines Center,Dallas Mavericks,True
989,Wed Mar 9 2022,10:00p,Portland Trail Blazers,85,Utah Jazz,123,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1000,Fri Mar 11 2022,8:30p,Utah Jazz,102,San Antonio Spurs,104,0,15753.0,AT&T Center,San Antonio Spurs,True
1008,Sat Mar 12 2022,9:00p,Sacramento Kings,125,Utah Jazz,134,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1025,Mon Mar 14 2022,10:00p,Milwaukee Bucks,117,Utah Jazz,111,0,18306.0,Vivint Smart Home Arena,Milwaukee Bucks,False
1039,Wed Mar 16 2022,9:00p,Chicago Bulls,110,Utah Jazz,125,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1053,Fri Mar 18 2022,9:00p,Los Angeles Clippers,92,Utah Jazz,121,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1065,Sun Mar 20 2022,7:30p,Utah Jazz,108,New York Knicks,93,0,19812.0,Madison Square Garden (IV),Utah Jazz,False
1072,Mon Mar 21 2022,7:30p,Utah Jazz,106,Brooklyn Nets,114,0,17887.0,Barclays Center,Brooklyn Nets,True
1085,Wed Mar 23 2022,7:30p,Utah Jazz,97,Boston Celtics,125,0,19156.0,TD Garden,Boston Celtics,True
1098,Fri Mar 25 2022,7:00p,Utah Jazz,101,Charlotte Hornets,107,0,19162.0,Spectrum Center,Charlotte Hornets,True
1119,Sun Mar 27 2022,7:30p,Utah Jazz,100,Dallas Mavericks,114,0,20177.0,American Airlines Center,Dallas Mavericks,True
1133,Tue Mar 29 2022,10:00p,Utah Jazz,115,Los Angeles Clippers,121,0,19068.0,Crypto.com Arena,Los Angeles Clippers,True
1149,Thu Mar 31 2022,10:00p,Los Angeles Lakers,109,Utah Jazz,122,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1164,Sat Apr 2 2022,8:30p,Utah Jazz,107,Golden State Warriors,111,0,18064.0,Chase Center,Golden State Warriors,True
1186,Tue Apr 5 2022,9:00p,Memphis Grizzlies,115,Utah Jazz,121,1,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1193,Wed Apr 6 2022,9:00p,Oklahoma City Thunder,101,Utah Jazz,137,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1209,Fri Apr 8 2022,9:30p,Phoenix Suns,111,Utah Jazz,105,0,18306.0,Vivint Smart Home Arena,Phoenix Suns,False
1229,Sun Apr 10 2022,9:30p,Utah Jazz,111,Portland Trail Blazers,80,0,18123.0,Moda Center,Utah Jazz,False
1236,Sat Apr 16 2022,1:00p,Utah Jazz,99,Dallas Mavericks,93,0,20013.0,American Airlines Center,Utah Jazz,False
1245,Mon Apr 18 2022,8:30p,Utah Jazz,104,Dallas Mavericks,110,0,20113.0,American Airlines Center,Dallas Mavericks,True
1254,Thu Apr 21 2022,9:00p,Dallas Mavericks,126,Utah Jazz,118,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False
1260,Sat Apr 23 2022,4:30p,Dallas Mavericks,99,Utah Jazz,100,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1269,Mon Apr 25 2022,9:30p,Utah Jazz,77,Dallas Mavericks,102,0,20577.0,American Airlines Center,Dallas Mavericks,True
1277,Thu Apr 28 2022,10:00p,Dallas Mavericks,98,Utah Jazz,96,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False
