,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1009,Sat Mar 12 2022,10:00p,Washington Wizards,118,Portland Trail Blazers,127,0,17524.0,Moda Center,Portland Trail Blazers,True
1023,Mon Mar 14 2022,10:00p,Washington Wizards,112,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
1033,Wed Mar 16 2022,7:00p,Denver Nuggets,127,Washington Wizards,109,0,15326.0,Capital One Arena,Denver Nuggets,False
1048,Fri Mar 18 2022,7:30p,Washington Wizards,97,New York Knicks,100,0,19812.0,Madison Square Garden (IV),New York Knicks,True
1059,Sat Mar 19 2022,8:00p,Los Angeles Lakers,119,Washington Wizards,127,0,20476.0,Capital One Arena,Washington Wizards,True
1075,Mon Mar 21 2022,8:00p,Washington Wizards,97,Houston Rockets,115,0,13936.0,Toyota Center,Houston Rockets,True
1095,Thu Mar 24 2022,8:00p,Washington Wizards,102,Milwaukee Bucks,114,0,18018.0,Fiserv Forum,Milwaukee Bucks,True
1099,Fri Mar 25 2022,7:00p,Washington Wizards,100,Detroit Pistons,97,0,18943.0,Little Caesars Arena,Washington Wizards,False
1116,Sun Mar 27 2022,6:00p,Golden State Warriors,115,Washington Wizards,123,0,20476.0,Capital One Arena,Washington Wizards,True
1130,Tue Mar 29 2022,7:00p,Chicago Bulls,107,Washington Wizards,94,0,15922.0,Capital One Arena,Chicago Bulls,False
1136,Wed Mar 30 2022,7:00p,Orlando Magic,110,Washington Wizards,127,0,16455.0,Capital One Arena,Washington Wizards,True
1151,Fri Apr 1 2022,7:00p,Dallas Mavericks,103,Washington Wizards,135,0,17745.0,Capital One Arena,Washington Wizards,True
1165,Sun Apr 3 2022,1:00p,Washington Wizards,102,Boston Celtics,144,0,19156.0,TD Garden,Boston Celtics,True
1183,Tue Apr 5 2022,8:00p,Washington Wizards,132,Minnesota Timberwolves,114,0,17136.0,Target Center,Washington Wizards,False
1191,Wed Apr 6 2022,8:00p,Washington Wizards,103,Atlanta Hawks,118,0,17381.0,State Farm Arena,Atlanta Hawks,True
1203,Fri Apr 8 2022,7:00p,New York Knicks,114,Washington Wizards,92,0,19472.0,Capital One Arena,New York Knicks,False
1216,Sun Apr 10 2022,3:30p,Washington Wizards,108,Charlotte Hornets,124,0,18465.0,Spectrum Center,Charlotte Hornets,True
