,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
834,Fri Feb 11 2022,7:30p,San Antonio Spurs,136,Atlanta Hawks,121,0,17234.0,State Farm Arena,San Antonio Spurs,False
849,Sun Feb 13 2022,2:00p,Atlanta Hawks,95,Boston Celtics,105,0,19156.0,TD Garden,Boston Celtics,True
860,Tue Feb 15 2022,7:30p,Cleveland Cavaliers,116,Atlanta Hawks,124,0,15947.0,State Farm Arena,Atlanta Hawks,True
867,Wed Feb 16 2022,7:00p,Atlanta Hawks,130,Orlando Magic,109,0,14398.0,Amway Center,Atlanta Hawks,False
885,Thu Feb 24 2022,8:00p,Atlanta Hawks,108,Chicago Bulls,112,0,21236.0,United Center,Chicago Bulls,True
900,Sat Feb 26 2022,7:30p,Toronto Raptors,100,Atlanta Hawks,127,0,17870.0,State Farm Arena,Atlanta Hawks,True
922,Tue Mar 1 2022,7:30p,Atlanta Hawks,98,Boston Celtics,107,0,19156.0,TD Garden,Boston Celtics,True
935,Thu Mar 3 2022,7:00p,Chicago Bulls,124,Atlanta Hawks,130,0,17522.0,State Farm Arena,Atlanta Hawks,True
944,Fri Mar 4 2022,7:00p,Atlanta Hawks,117,Washington Wizards,114,0,15927.0,Capital One Arena,Atlanta Hawks,False
965,Mon Mar 7 2022,7:00p,Atlanta Hawks,110,Detroit Pistons,113,1,14942.0,Little Caesars Arena,Detroit Pistons,True
983,Wed Mar 9 2022,8:00p,Atlanta Hawks,115,Milwaukee Bucks,124,0,17341.0,Fiserv Forum,Milwaukee Bucks,True
994,Fri Mar 11 2022,7:30p,Los Angeles Clippers,106,Atlanta Hawks,112,0,16862.0,State Farm Arena,Atlanta Hawks,True
1014,Sun Mar 13 2022,7:00p,Indiana Pacers,128,Atlanta Hawks,131,0,17038.0,State Farm Arena,Atlanta Hawks,True
1019,Mon Mar 14 2022,7:30p,Portland Trail Blazers,113,Atlanta Hawks,122,0,16432.0,State Farm Arena,Atlanta Hawks,True
1031,Wed Mar 16 2022,7:00p,Atlanta Hawks,106,Charlotte Hornets,116,0,16648.0,Spectrum Center,Charlotte Hornets,True
1045,Fri Mar 18 2022,7:30p,Memphis Grizzlies,105,Atlanta Hawks,120,0,18062.0,State Farm Arena,Atlanta Hawks,True
1062,Sun Mar 20 2022,6:00p,New Orleans Pelicans,117,Atlanta Hawks,112,0,17123.0,State Farm Arena,New Orleans Pelicans,False
1079,Tue Mar 22 2022,7:30p,Atlanta Hawks,117,New York Knicks,111,0,19812.0,Madison Square Garden (IV),Atlanta Hawks,False
1083,Wed Mar 23 2022,7:00p,Atlanta Hawks,101,Detroit Pistons,122,0,16212.0,Little Caesars Arena,Detroit Pistons,True
1100,Fri Mar 25 2022,7:30p,Golden State Warriors,110,Atlanta Hawks,121,0,17724.0,State Farm Arena,Atlanta Hawks,True
1122,Mon Mar 28 2022,7:00p,Atlanta Hawks,132,Indiana Pacers,123,0,14212.0,Gainbridge Fieldhouse,Atlanta Hawks,False
1141,Wed Mar 30 2022,8:00p,Atlanta Hawks,136,Oklahoma City Thunder,118,0,15595.0,Paycom Center,Atlanta Hawks,False
1146,Thu Mar 31 2022,7:30p,Cleveland Cavaliers,107,Atlanta Hawks,131,0,17491.0,State Farm Arena,Atlanta Hawks,True
1162,Sat Apr 2 2022,7:30p,Brooklyn Nets,115,Atlanta Hawks,122,0,18126.0,State Farm Arena,Atlanta Hawks,True
1181,Tue Apr 5 2022,7:30p,Atlanta Hawks,108,Toronto Raptors,118,0,19800.0,Scotiabank Arena,Toronto Raptors,True
1191,Wed Apr 6 2022,8:00p,Washington Wizards,103,Atlanta Hawks,118,0,17381.0,State Farm Arena,Atlanta Hawks,True
1207,Fri Apr 8 2022,8:00p,Atlanta Hawks,109,Miami Heat,113,0,19993.0,FTX Arena,Miami Heat,True
1218,Sun Apr 10 2022,3:30p,Atlanta Hawks,130,Houston Rockets,114,0,18055.0,Toyota Center,Atlanta Hawks,False
1232,Wed Apr 13 2022,7:00p,Charlotte Hornets,103,Atlanta Hawks,132,0,18137.0,State Farm Arena,Atlanta Hawks,True
1234,Fri Apr 15 2022,7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,0,19432.0,Rocket Mortgage Fieldhouse,Atlanta Hawks,False
1240,Sun Apr 17 2022,1:00p,Atlanta Hawks,91,Miami Heat,115,0,19514.0,FTX Arena,Miami Heat,True
1247,Tue Apr 19 2022,7:30p,Atlanta Hawks,105,Miami Heat,115,0,19950.0,FTX Arena,Miami Heat,True
1256,Fri Apr 22 2022,7:45p,Miami Heat,110,Atlanta Hawks,111,0,18421.0,State Farm Arena,Atlanta Hawks,True
1265,Sun Apr 24 2022,7:00p,Miami Heat,110,Atlanta Hawks,86,0,18951.0,State Farm Arena,Miami Heat,False
1270,Tue Apr 26 2022,7:00p,Atlanta Hawks,94,Miami Heat,97,0,19553.0,FTX Arena,Miami Heat,True
