,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
688,Sat Jan 22 2022,9:00p,Indiana Pacers,103,Phoenix Suns,113,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
701,Mon Jan 24 2022,8:00p,Indiana Pacers,113,New Orleans Pelicans,117,0,15581.0,Smoothie King Center,New Orleans Pelicans,True
714,Wed Jan 26 2022,7:00p,Charlotte Hornets,158,Indiana Pacers,126,0,14116.0,Gainbridge Fieldhouse,Charlotte Hornets,False
732,Fri Jan 28 2022,8:00p,Indiana Pacers,113,Oklahoma City Thunder,110,1,15106.0,Paycom Center,Indiana Pacers,False
736,Sat Jan 29 2022,7:00p,Indiana Pacers,105,Dallas Mavericks,132,0,19831.0,American Airlines Center,Dallas Mavericks,True
751,Mon Jan 31 2022,7:00p,Los Angeles Clippers,116,Indiana Pacers,122,0,14629.0,Gainbridge Fieldhouse,Indiana Pacers,True
765,Wed Feb 2 2022,7:00p,Orlando Magic,119,Indiana Pacers,118,0,14528.0,Gainbridge Fieldhouse,Orlando Magic,False
782,Fri Feb 4 2022,7:00p,Chicago Bulls,122,Indiana Pacers,115,0,16355.0,Gainbridge Fieldhouse,Chicago Bulls,False
798,Sun Feb 6 2022,6:00p,Indiana Pacers,85,Cleveland Cavaliers,98,0,19432.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True
809,Tue Feb 8 2022,7:30p,Indiana Pacers,112,Atlanta Hawks,133,0,14265.0,State Farm Arena,Atlanta Hawks,True
832,Fri Feb 11 2022,7:00p,Cleveland Cavaliers,120,Indiana Pacers,113,0,15075.0,Gainbridge Fieldhouse,Cleveland Cavaliers,False
850,Sun Feb 13 2022,3:00p,Minnesota Timberwolves,129,Indiana Pacers,120,0,13532.0,Gainbridge Fieldhouse,Minnesota Timberwolves,False
863,Tue Feb 15 2022,8:00p,Indiana Pacers,119,Milwaukee Bucks,128,0,17341.0,Fiserv Forum,Milwaukee Bucks,True
869,Wed Feb 16 2022,7:30p,Washington Wizards,108,Indiana Pacers,113,0,14540.0,Gainbridge Fieldhouse,Indiana Pacers,True
891,Fri Feb 25 2022,7:00p,Oklahoma City Thunder,129,Indiana Pacers,125,1,15182.0,Gainbridge Fieldhouse,Oklahoma City Thunder,False
908,Sun Feb 27 2022,5:00p,Boston Celtics,107,Indiana Pacers,128,0,16872.0,Gainbridge Fieldhouse,Indiana Pacers,True
915,Mon Feb 28 2022,7:00p,Indiana Pacers,103,Orlando Magic,119,0,13014.0,Amway Center,Orlando Magic,True
928,Wed Mar 2 2022,7:00p,Indiana Pacers,122,Orlando Magic,114,1,11221.0,Amway Center,Indiana Pacers,False
942,Fri Mar 4 2022,7:00p,Indiana Pacers,106,Detroit Pistons,111,0,17244.0,Little Caesars Arena,Detroit Pistons,True
959,Sun Mar 6 2022,6:00p,Indiana Pacers,123,Washington Wizards,133,0,13937.0,Capital One Arena,Washington Wizards,True
974,Tue Mar 8 2022,7:00p,Cleveland Cavaliers,127,Indiana Pacers,124,0,14066.0,Gainbridge Fieldhouse,Cleveland Cavaliers,False
1005,Sat Mar 12 2022,8:00p,Indiana Pacers,119,San Antonio Spurs,108,0,14605.0,AT&T Center,Indiana Pacers,False
1014,Sun Mar 13 2022,7:00p,Indiana Pacers,128,Atlanta Hawks,131,0,17038.0,State Farm Arena,Atlanta Hawks,True
1027,Tue Mar 15 2022,7:00p,Memphis Grizzlies,135,Indiana Pacers,102,0,15027.0,Gainbridge Fieldhouse,Memphis Grizzlies,False
1050,Fri Mar 18 2022,8:00p,Indiana Pacers,121,Houston Rockets,118,0,13748.0,Toyota Center,Indiana Pacers,False
1061,Sun Mar 20 2022,3:30p,Portland Trail Blazers,98,Indiana Pacers,129,0,16067.0,Gainbridge Fieldhouse,Indiana Pacers,True
1084,Wed Mar 23 2022,7:00p,Sacramento Kings,110,Indiana Pacers,109,0,14227.0,Gainbridge Fieldhouse,Sacramento Kings,False
1094,Thu Mar 24 2022,8:00p,Indiana Pacers,103,Memphis Grizzlies,133,0,16205.0,FedEx Forum,Memphis Grizzlies,True
1107,Sat Mar 26 2022,7:30p,Indiana Pacers,91,Toronto Raptors,131,0,19800.0,Scotiabank Arena,Toronto Raptors,True
1122,Mon Mar 28 2022,7:00p,Atlanta Hawks,132,Indiana Pacers,123,0,14212.0,Gainbridge Fieldhouse,Atlanta Hawks,False
1135,Wed Mar 30 2022,7:00p,Denver Nuggets,125,Indiana Pacers,118,0,15036.0,Gainbridge Fieldhouse,Denver Nuggets,False
1152,Fri Apr 1 2022,7:30p,Indiana Pacers,123,Boston Celtics,128,0,19156.0,TD Garden,Boston Celtics,True
1168,Sun Apr 3 2022,5:00p,Detroit Pistons,121,Indiana Pacers,117,0,17407.0,Gainbridge Fieldhouse,Detroit Pistons,False
1177,Tue Apr 5 2022,7:00p,Philadelphia 76ers,131,Indiana Pacers,122,0,15583.0,Gainbridge Fieldhouse,Philadelphia 76ers,False
1211,Sat Apr 9 2022,1:00p,Indiana Pacers,120,Philadelphia 76ers,133,0,21171.0,Wells Fargo Center,Philadelphia 76ers,True
1215,Sun Apr 10 2022,3:30p,Indiana Pacers,126,Brooklyn Nets,134,0,17967.0,Barclays Center,Brooklyn Nets,True
