,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1151,Fri Apr 1 2022,7:00p,Dallas Mavericks,103,Washington Wizards,135,0,17745.0,Capital One Arena,Washington Wizards,True
1166,Sun Apr 3 2022,1:00p,Dallas Mavericks,118,Milwaukee Bucks,112,0,17902.0,Fiserv Forum,Dallas Mavericks,False
1189,Wed Apr 6 2022,7:00p,Dallas Mavericks,131,Detroit Pistons,113,0,18422.0,Little Caesars Arena,Dallas Mavericks,False
1208,Fri Apr 8 2022,8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,0,20174.0,American Airlines Center,Dallas Mavericks,True
1224,Sun Apr 10 2022,9:30p,San Antonio Spurs,120,Dallas Mavericks,130,0,20270.0,American Airlines Center,Dallas Mavericks,True
1236,Sat Apr 16 2022,1:00p,Utah Jazz,99,Dallas Mavericks,93,0,20013.0,American Airlines Center,Utah Jazz,False
1245,Mon Apr 18 2022,8:30p,Utah Jazz,104,Dallas Mavericks,110,0,20113.0,American Airlines Center,Dallas Mavericks,True
1254,Thu Apr 21 2022,9:00p,Dallas Mavericks,126,Utah Jazz,118,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False
1260,Sat Apr 23 2022,4:30p,Dallas Mavericks,99,Utah Jazz,100,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
1269,Mon Apr 25 2022,9:30p,Utah Jazz,77,Dallas Mavericks,102,0,20577.0,American Airlines Center,Dallas Mavericks,True
1277,Thu Apr 28 2022,10:00p,Dallas Mavericks,98,Utah Jazz,96,0,18306.0,Vivint Smart Home Arena,Dallas Mavericks,False
1282,Mon May 2 2022,10:00p,Dallas Mavericks,114,Phoenix Suns,121,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1286,Wed May 4 2022,10:00p,Dallas Mavericks,109,Phoenix Suns,129,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1288,Fri May 6 2022,9:30p,Phoenix Suns,94,Dallas Mavericks,103,0,20777.0,American Airlines Center,Dallas Mavericks,True
1291,Sun May 8 2022,3:30p,Phoenix Suns,101,Dallas Mavericks,111,0,20610.0,American Airlines Center,Dallas Mavericks,True
1296,Tue May 10 2022,10:00p,Dallas Mavericks,80,Phoenix Suns,110,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1300,Thu May 12 2022,9:30p,Phoenix Suns,86,Dallas Mavericks,113,0,20777.0,American Airlines Center,Dallas Mavericks,True
1304,Sun May 15 2022,8:00p,Dallas Mavericks,123,Phoenix Suns,90,0,17071.0,Phoenix Suns Arena,Dallas Mavericks,False
1306,Wed May 18 2022,9:00p,Dallas Mavericks,87,Golden State Warriors,112,0,18064.0,Chase Center,Golden State Warriors,True
1308,Fri May 20 2022,9:00p,Dallas Mavericks,117,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
1310,Sun May 22 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,100,0,20813.0,American Airlines Center,Golden State Warriors,False
1312,Tue May 24 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,119,0,20810.0,American Airlines Center,Dallas Mavericks,True
1314,Thu May 26 2022,9:00p,Dallas Mavericks,110,Golden State Warriors,120,0,18064.0,Chase Center,Golden State Warriors,True
