,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
262,Tue Nov 23 2021,7:00p,Miami Heat,100,Detroit Pistons,92,0,13123.0,Little Caesars Arena,Miami Heat,False
273,Wed Nov 24 2021,8:00p,Miami Heat,101,Minnesota Timberwolves,113,0,17136.0,Target Center,Minnesota Timberwolves,True
294,Sat Nov 27 2021,8:00p,Miami Heat,107,Chicago Bulls,104,0,21110.0,United Center,Miami Heat,False
305,Mon Nov 29 2021,7:30p,Denver Nuggets,120,Miami Heat,111,0,19600.0,FTX Arena,Denver Nuggets,False
322,Wed Dec 1 2021,7:30p,Cleveland Cavaliers,111,Miami Heat,85,0,19600.0,FTX Arena,Cleveland Cavaliers,False
332,Fri Dec 3 2021,7:00p,Miami Heat,113,Indiana Pacers,104,0,13854.0,Gainbridge Fieldhouse,Miami Heat,False
343,Sat Dec 4 2021,8:00p,Miami Heat,102,Milwaukee Bucks,124,0,17341.0,Fiserv Forum,Milwaukee Bucks,True
355,Mon Dec 6 2021,7:30p,Memphis Grizzlies,105,Miami Heat,90,0,19600.0,FTX Arena,Memphis Grizzlies,False
369,Wed Dec 8 2021,7:30p,Milwaukee Bucks,104,Miami Heat,113,0,19600.0,FTX Arena,Miami Heat,True
394,Sat Dec 11 2021,8:00p,Chicago Bulls,92,Miami Heat,118,0,19731.0,FTX Arena,Miami Heat,True
403,Mon Dec 13 2021,7:00p,Miami Heat,94,Cleveland Cavaliers,105,0,17401.0,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,True
417,Wed Dec 15 2021,7:00p,Miami Heat,101,Philadelphia 76ers,96,0,20389.0,Wells Fargo Center,Miami Heat,False
430,Fri Dec 17 2021,7:00p,Miami Heat,115,Orlando Magic,105,0,14103.0,Amway Center,Miami Heat,False
445,Sun Dec 19 2021,6:00p,Miami Heat,90,Detroit Pistons,100,0,15188.0,Little Caesars Arena,Detroit Pistons,True
457,Tue Dec 21 2021,7:30p,Indiana Pacers,96,Miami Heat,125,0,19600.0,FTX Arena,Miami Heat,True
470,Thu Dec 23 2021,7:30p,Detroit Pistons,112,Miami Heat,115,0,19600.0,FTX Arena,Miami Heat,True
483,Sun Dec 26 2021,3:30p,Orlando Magic,83,Miami Heat,93,0,19600.0,FTX Arena,Miami Heat,True
499,Tue Dec 28 2021,7:30p,Washington Wizards,112,Miami Heat,119,0,19600.0,FTX Arena,Miami Heat,True
520,Fri Dec 31 2021,7:00p,Miami Heat,120,Houston Rockets,110,0,16197.0,Toyota Center,Miami Heat,False
536,Sun Jan 2 2022,6:00p,Miami Heat,113,Sacramento Kings,115,0,13699.0,Golden 1 Center,Sacramento Kings,True
547,Mon Jan 3 2022,10:00p,Miami Heat,108,Golden State Warriors,115,0,18064.0,Chase Center,Golden State Warriors,True
564,Wed Jan 5 2022,10:00p,Miami Heat,115,Portland Trail Blazers,109,0,15773.0,Moda Center,Miami Heat,False
584,Sat Jan 8 2022,9:00p,Miami Heat,123,Phoenix Suns,100,0,17071.0,Phoenix Suns Arena,Miami Heat,False
611,Wed Jan 12 2022,7:30p,Miami Heat,115,Atlanta Hawks,91,0,15355.0,State Farm Arena,Miami Heat,False
627,Fri Jan 14 2022,8:00p,Atlanta Hawks,118,Miami Heat,124,0,19600.0,FTX Arena,Miami Heat,True
635,Sat Jan 15 2022,8:00p,Philadelphia 76ers,109,Miami Heat,98,0,19600.0,FTX Arena,Philadelphia 76ers,False
653,Mon Jan 17 2022,7:30p,Toronto Raptors,99,Miami Heat,104,0,19600.0,FTX Arena,Miami Heat,True
663,Wed Jan 19 2022,7:30p,Portland Trail Blazers,92,Miami Heat,104,0,19600.0,FTX Arena,Miami Heat,True
678,Fri Jan 21 2022,7:30p,Miami Heat,108,Atlanta Hawks,110,0,16385.0,State Farm Arena,Atlanta Hawks,True
691,Sun Jan 23 2022,6:00p,Los Angeles Lakers,107,Miami Heat,113,0,19973.0,FTX Arena,Miami Heat,True
717,Wed Jan 26 2022,7:30p,New York Knicks,96,Miami Heat,110,0,19600.0,FTX Arena,Miami Heat,True
730,Fri Jan 28 2022,8:00p,Los Angeles Clippers,114,Miami Heat,121,0,19600.0,FTX Arena,Miami Heat,True
740,Sat Jan 29 2022,8:00p,Toronto Raptors,124,Miami Heat,120,3,19600.0,FTX Arena,Toronto Raptors,False
754,Mon Jan 31 2022,7:30p,Miami Heat,92,Boston Celtics,122,0,19156.0,TD Garden,Boston Celtics,True
760,Tue Feb 1 2022,7:30p,Miami Heat,106,Toronto Raptors,110,0,,Scotiabank Arena,Toronto Raptors,True
775,Thu Feb 3 2022,7:00p,Miami Heat,112,San Antonio Spurs,95,0,14971.0,AT&T Center,Miami Heat,False
790,Sat Feb 5 2022,7:00p,Miami Heat,104,Charlotte Hornets,86,0,19420.0,Spectrum Center,Miami Heat,False
804,Mon Feb 7 2022,7:00p,Miami Heat,121,Washington Wizards,100,0,14222.0,Capital One Arena,Miami Heat,False
825,Thu Feb 10 2022,7:30p,Miami Heat,112,New Orleans Pelicans,97,0,16672.0,Smoothie King Center,Miami Heat,False
845,Sat Feb 12 2022,8:00p,Brooklyn Nets,111,Miami Heat,115,0,19600.0,FTX Arena,Miami Heat,True
861,Tue Feb 15 2022,7:30p,Dallas Mavericks,107,Miami Heat,99,0,19600.0,FTX Arena,Dallas Mavericks,False
878,Thu Feb 17 2022,7:00p,Miami Heat,111,Charlotte Hornets,107,2,17029.0,Spectrum Center,Miami Heat,False
894,Fri Feb 25 2022,7:30p,Miami Heat,115,New York Knicks,100,0,19812.0,Madison Square Garden (IV),Miami Heat,False
903,Sat Feb 26 2022,8:00p,San Antonio Spurs,129,Miami Heat,133,0,19677.0,FTX Arena,Miami Heat,True
917,Mon Feb 28 2022,7:30p,Chicago Bulls,99,Miami Heat,112,0,19683.0,FTX Arena,Miami Heat,True
931,Wed Mar 2 2022,8:00p,Miami Heat,119,Milwaukee Bucks,120,0,17341.0,Fiserv Forum,Milwaukee Bucks,True
937,Thu Mar 3 2022,7:30p,Miami Heat,113,Brooklyn Nets,107,0,17732.0,Barclays Center,Miami Heat,False
954,Sat Mar 5 2022,8:00p,Philadelphia 76ers,82,Miami Heat,99,0,19704.0,FTX Arena,Miami Heat,True
967,Mon Mar 7 2022,7:30p,Houston Rockets,106,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True
981,Wed Mar 9 2022,7:30p,Phoenix Suns,111,Miami Heat,90,0,19600.0,FTX Arena,Phoenix Suns,False
998,Fri Mar 11 2022,8:00p,Cleveland Cavaliers,105,Miami Heat,117,0,19600.0,FTX Arena,Miami Heat,True
1004,Sat Mar 12 2022,8:00p,Minnesota Timberwolves,113,Miami Heat,104,0,19600.0,FTX Arena,Minnesota Timberwolves,False
1029,Tue Mar 15 2022,7:30p,Detroit Pistons,98,Miami Heat,105,0,19600.0,FTX Arena,Miami Heat,True
1051,Fri Mar 18 2022,8:00p,Oklahoma City Thunder,108,Miami Heat,120,0,19600.0,FTX Arena,Miami Heat,True
1073,Mon Mar 21 2022,7:30p,Miami Heat,106,Philadelphia 76ers,113,0,21386.0,Wells Fargo Center,Philadelphia 76ers,True
1087,Wed Mar 23 2022,7:30p,Golden State Warriors,118,Miami Heat,104,0,19600.0,FTX Arena,Golden State Warriors,False
1101,Fri Mar 25 2022,8:00p,New York Knicks,111,Miami Heat,103,0,19600.0,FTX Arena,New York Knicks,False
1110,Sat Mar 26 2022,8:00p,Brooklyn Nets,110,Miami Heat,95,0,19600.0,FTX Arena,Brooklyn Nets,False
1123,Mon Mar 28 2022,7:30p,Sacramento Kings,100,Miami Heat,123,0,19600.0,FTX Arena,Miami Heat,True
1137,Wed Mar 30 2022,7:30p,Miami Heat,106,Boston Celtics,98,0,19156.0,TD Garden,Miami Heat,False
1163,Sat Apr 2 2022,8:00p,Miami Heat,127,Chicago Bulls,109,0,21697.0,United Center,Miami Heat,False
1174,Sun Apr 3 2022,7:00p,Miami Heat,114,Toronto Raptors,109,0,19800.0,Scotiabank Arena,Miami Heat,False
1180,Tue Apr 5 2022,7:30p,Charlotte Hornets,115,Miami Heat,144,0,19600.0,FTX Arena,Miami Heat,True
1207,Fri Apr 8 2022,8:00p,Atlanta Hawks,109,Miami Heat,113,0,19993.0,FTX Arena,Miami Heat,True
1221,Sun Apr 10 2022,7:00p,Miami Heat,111,Orlando Magic,125,0,19253.0,Amway Center,Orlando Magic,True
1240,Sun Apr 17 2022,1:00p,Atlanta Hawks,91,Miami Heat,115,0,19514.0,FTX Arena,Miami Heat,True
1247,Tue Apr 19 2022,7:30p,Atlanta Hawks,105,Miami Heat,115,0,19950.0,FTX Arena,Miami Heat,True
1256,Fri Apr 22 2022,7:45p,Miami Heat,110,Atlanta Hawks,111,0,18421.0,State Farm Arena,Atlanta Hawks,True
1265,Sun Apr 24 2022,7:00p,Miami Heat,110,Atlanta Hawks,86,0,18951.0,State Farm Arena,Miami Heat,False
1270,Tue Apr 26 2022,7:00p,Atlanta Hawks,94,Miami Heat,97,0,19553.0,FTX Arena,Miami Heat,True
1281,Mon May 2 2022,7:30p,Philadelphia 76ers,92,Miami Heat,106,0,19620.0,FTX Arena,Miami Heat,True
1285,Wed May 4 2022,7:30p,Philadelphia 76ers,103,Miami Heat,119,0,19759.0,FTX Arena,Miami Heat,True
1287,Fri May 6 2022,7:00p,Miami Heat,79,Philadelphia 76ers,99,0,21033.0,Wells Fargo Center,Philadelphia 76ers,True
1292,Sun May 8 2022,8:00p,Miami Heat,108,Philadelphia 76ers,116,0,21194.0,Wells Fargo Center,Philadelphia 76ers,True
1295,Tue May 10 2022,7:30p,Philadelphia 76ers,85,Miami Heat,120,0,19868.0,FTX Arena,Miami Heat,True
1299,Thu May 12 2022,7:00p,Miami Heat,99,Philadelphia 76ers,90,0,21082.0,Wells Fargo Center,Miami Heat,False
1305,Tue May 17 2022,8:30p,Boston Celtics,107,Miami Heat,118,0,19774.0,FTX Arena,Miami Heat,True
1307,Thu May 19 2022,8:30p,Boston Celtics,127,Miami Heat,102,0,20100.0,FTX Arena,Boston Celtics,False
1309,Sat May 21 2022,8:30p,Miami Heat,109,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False
1311,Mon May 23 2022,8:30p,Miami Heat,82,Boston Celtics,102,0,19156.0,TD Garden,Boston Celtics,True
1313,Wed May 25 2022,8:30p,Boston Celtics,93,Miami Heat,80,0,19819.0,FTX Arena,Boston Celtics,False
1315,Fri May 27 2022,8:30p,Miami Heat,111,Boston Celtics,103,0,19156.0,TD Garden,Miami Heat,False
1316,Sun May 29 2022,8:30p,Boston Celtics,100,Miami Heat,96,0,20200.0,FTX Arena,Boston Celtics,False
