,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
210,Tue Nov 16 2021,10:00p,Philadelphia 76ers,85,Utah Jazz,120,0,18306.0,Vivint Smart Home Arena,Utah Jazz,True
227,Thu Nov 18 2021,9:00p,Philadelphia 76ers,103,Denver Nuggets,89,0,14547.0,Ball Arena,Philadelphia 76ers,False
245,Sat Nov 20 2021,10:00p,Philadelphia 76ers,111,Portland Trail Blazers,118,0,17027.0,Moda Center,Portland Trail Blazers,True
261,Mon Nov 22 2021,10:00p,Philadelphia 76ers,102,Sacramento Kings,94,0,13948.0,Golden 1 Center,Philadelphia 76ers,False
277,Wed Nov 24 2021,10:00p,Philadelphia 76ers,96,Golden State Warriors,116,0,18064.0,Chase Center,Golden State Warriors,True
291,Sat Nov 27 2021,6:00p,Minnesota Timberwolves,121,Philadelphia 76ers,120,2,21011.0,Wells Fargo Center,Minnesota Timberwolves,False
304,Mon Nov 29 2021,7:00p,Orlando Magic,96,Philadelphia 76ers,101,0,20193.0,Wells Fargo Center,Philadelphia 76ers,True
321,Wed Dec 1 2021,7:30p,Philadelphia 76ers,87,Boston Celtics,88,0,19156.0,TD Garden,Boston Celtics,True
334,Fri Dec 3 2021,7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,0,17092.0,State Farm Arena,Philadelphia 76ers,False
352,Mon Dec 6 2021,7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,1,14462.0,Spectrum Center,Philadelphia 76ers,False
365,Wed Dec 8 2021,7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,0,15709.0,Spectrum Center,Philadelphia 76ers,False
378,Thu Dec 9 2021,7:00p,Utah Jazz,118,Philadelphia 76ers,96,0,20272.0,Wells Fargo Center,Utah Jazz,False
395,Sat Dec 11 2021,8:30p,Golden State Warriors,93,Philadelphia 76ers,102,0,21016.0,Wells Fargo Center,Philadelphia 76ers,True
408,Mon Dec 13 2021,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,0,13420.0,FedEx Forum,Memphis Grizzlies,True
417,Wed Dec 15 2021,7:00p,Miami Heat,101,Philadelphia 76ers,96,0,20389.0,Wells Fargo Center,Miami Heat,False
427,Thu Dec 16 2021,7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,0,17053.0,Barclays Center,Brooklyn Nets,True
451,Mon Dec 20 2021,7:30p,Philadelphia 76ers,108,Boston Celtics,103,0,19156.0,TD Garden,Philadelphia 76ers,False
469,Thu Dec 23 2021,7:00p,Atlanta Hawks,98,Philadelphia 76ers,96,0,20408.0,Wells Fargo Center,Atlanta Hawks,False
486,Sun Dec 26 2021,6:00p,Philadelphia 76ers,117,Washington Wizards,96,0,16767.0,Capital One Arena,Philadelphia 76ers,False
500,Tue Dec 28 2021,7:30p,Philadelphia 76ers,114,Toronto Raptors,109,0,6960.0,Scotiabank Arena,Philadelphia 76ers,False
514,Thu Dec 30 2021,7:00p,Philadelphia 76ers,110,Brooklyn Nets,102,0,17920.0,Barclays Center,Philadelphia 76ers,False
540,Mon Jan 3 2022,7:00p,Houston Rockets,113,Philadelphia 76ers,133,0,20026.0,Wells Fargo Center,Philadelphia 76ers,True
556,Wed Jan 5 2022,7:00p,Philadelphia 76ers,116,Orlando Magic,106,0,13116.0,Amway Center,Philadelphia 76ers,False
570,Fri Jan 7 2022,7:00p,San Antonio Spurs,100,Philadelphia 76ers,119,0,20265.0,Wells Fargo Center,Philadelphia 76ers,True
599,Mon Jan 10 2022,8:00p,Philadelphia 76ers,111,Houston Rockets,91,0,13593.0,Toyota Center,Philadelphia 76ers,False
609,Wed Jan 12 2022,7:00p,Charlotte Hornets,109,Philadelphia 76ers,98,0,20317.0,Wells Fargo Center,Charlotte Hornets,False
625,Fri Jan 14 2022,7:00p,Boston Celtics,99,Philadelphia 76ers,111,0,20444.0,Wells Fargo Center,Philadelphia 76ers,True
635,Sat Jan 15 2022,8:00p,Philadelphia 76ers,109,Miami Heat,98,0,19600.0,FTX Arena,Philadelphia 76ers,False
647,Mon Jan 17 2022,2:00p,Philadelphia 76ers,98,Washington Wizards,117,0,14581.0,Capital One Arena,Washington Wizards,True
659,Wed Jan 19 2022,7:00p,Orlando Magic,110,Philadelphia 76ers,123,0,20081.0,Wells Fargo Center,Philadelphia 76ers,True
677,Fri Jan 21 2022,7:00p,Los Angeles Clippers,102,Philadelphia 76ers,101,0,20182.0,Wells Fargo Center,Los Angeles Clippers,False
695,Sun Jan 23 2022,7:00p,Philadelphia 76ers,115,San Antonio Spurs,109,0,16437.0,AT&T Center,Philadelphia 76ers,False
705,Tue Jan 25 2022,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,117,0,20121.0,Wells Fargo Center,Philadelphia 76ers,True
723,Thu Jan 27 2022,7:30p,Los Angeles Lakers,87,Philadelphia 76ers,105,0,20953.0,Wells Fargo Center,Philadelphia 76ers,True
738,Sat Jan 29 2022,7:30p,Sacramento Kings,101,Philadelphia 76ers,103,0,20380.0,Wells Fargo Center,Philadelphia 76ers,True
752,Mon Jan 31 2022,7:00p,Memphis Grizzlies,119,Philadelphia 76ers,122,1,20424.0,Wells Fargo Center,Philadelphia 76ers,True
766,Wed Feb 2 2022,7:00p,Washington Wizards,106,Philadelphia 76ers,103,0,20089.0,Wells Fargo Center,Washington Wizards,False
787,Fri Feb 4 2022,10:00p,Philadelphia 76ers,98,Dallas Mavericks,107,0,19200.0,American Airlines Center,Dallas Mavericks,True
795,Sun Feb 6 2022,3:30p,Philadelphia 76ers,119,Chicago Bulls,108,0,20233.0,United Center,Philadelphia 76ers,False
808,Tue Feb 8 2022,7:00p,Phoenix Suns,114,Philadelphia 76ers,109,0,20720.0,Wells Fargo Center,Phoenix Suns,False
833,Fri Feb 11 2022,7:00p,Oklahoma City Thunder,87,Philadelphia 76ers,100,0,20669.0,Wells Fargo Center,Philadelphia 76ers,True
842,Sat Feb 12 2022,7:30p,Cleveland Cavaliers,93,Philadelphia 76ers,103,0,21057.0,Wells Fargo Center,Philadelphia 76ers,True
862,Tue Feb 15 2022,7:30p,Boston Celtics,135,Philadelphia 76ers,87,0,20960.0,Wells Fargo Center,Boston Celtics,False
881,Thu Feb 17 2022,8:30p,Philadelphia 76ers,123,Milwaukee Bucks,120,0,17341.0,Fiserv Forum,Philadelphia 76ers,False
895,Fri Feb 25 2022,8:00p,Philadelphia 76ers,133,Minnesota Timberwolves,102,0,16684.0,Target Center,Philadelphia 76ers,False
906,Sun Feb 27 2022,1:00p,Philadelphia 76ers,125,New York Knicks,109,0,19812.0,Madison Square Garden (IV),Philadelphia 76ers,False
929,Wed Mar 2 2022,7:30p,New York Knicks,108,Philadelphia 76ers,123,0,21333.0,Wells Fargo Center,Philadelphia 76ers,True
943,Fri Mar 4 2022,7:00p,Cleveland Cavaliers,119,Philadelphia 76ers,125,0,21391.0,Wells Fargo Center,Philadelphia 76ers,True
954,Sat Mar 5 2022,8:00p,Philadelphia 76ers,82,Miami Heat,99,0,19704.0,FTX Arena,Miami Heat,True
966,Mon Mar 7 2022,7:00p,Chicago Bulls,106,Philadelphia 76ers,121,0,20381.0,Wells Fargo Center,Philadelphia 76ers,True
991,Thu Mar 10 2022,7:30p,Brooklyn Nets,129,Philadelphia 76ers,100,0,21408.0,Wells Fargo Center,Brooklyn Nets,False
1013,Sun Mar 13 2022,6:00p,Philadelphia 76ers,116,Orlando Magic,114,1,14444.0,Amway Center,Philadelphia 76ers,False
1020,Mon Mar 14 2022,7:30p,Denver Nuggets,114,Philadelphia 76ers,110,0,21444.0,Wells Fargo Center,Denver Nuggets,False
1032,Wed Mar 16 2022,7:00p,Philadelphia 76ers,118,Cleveland Cavaliers,114,0,19432.0,Rocket Mortgage Fieldhouse,Philadelphia 76ers,False
1044,Fri Mar 18 2022,7:00p,Dallas Mavericks,101,Philadelphia 76ers,111,0,21428.0,Wells Fargo Center,Philadelphia 76ers,True
1068,Sun Mar 20 2022,8:30p,Toronto Raptors,93,Philadelphia 76ers,88,0,21180.0,Wells Fargo Center,Toronto Raptors,False
1073,Mon Mar 21 2022,7:30p,Miami Heat,106,Philadelphia 76ers,113,0,21386.0,Wells Fargo Center,Philadelphia 76ers,True
1091,Wed Mar 23 2022,10:00p,Philadelphia 76ers,126,Los Angeles Lakers,121,0,18997.0,Crypto.com Arena,Philadelphia 76ers,False
1104,Fri Mar 25 2022,10:30p,Philadelphia 76ers,122,Los Angeles Clippers,97,0,19068.0,Crypto.com Arena,Philadelphia 76ers,False
1115,Sun Mar 27 2022,6:00p,Philadelphia 76ers,104,Phoenix Suns,114,0,17071.0,Phoenix Suns Arena,Phoenix Suns,True
1129,Tue Mar 29 2022,7:00p,Milwaukee Bucks,118,Philadelphia 76ers,116,0,21467.0,Wells Fargo Center,Milwaukee Bucks,False
1145,Thu Mar 31 2022,7:00p,Philadelphia 76ers,94,Detroit Pistons,102,0,20023.0,Little Caesars Arena,Detroit Pistons,True
1160,Sat Apr 2 2022,12:30p,Charlotte Hornets,114,Philadelphia 76ers,144,0,21509.0,Wells Fargo Center,Philadelphia 76ers,True
1169,Sun Apr 3 2022,6:00p,Philadelphia 76ers,112,Cleveland Cavaliers,108,0,19432.0,Rocket Mortgage Fieldhouse,Philadelphia 76ers,False
1177,Tue Apr 5 2022,7:00p,Philadelphia 76ers,131,Indiana Pacers,122,0,15583.0,Gainbridge Fieldhouse,Philadelphia 76ers,False
1197,Thu Apr 7 2022,7:30p,Philadelphia 76ers,114,Toronto Raptors,119,0,19800.0,Scotiabank Arena,Toronto Raptors,True
1211,Sat Apr 9 2022,1:00p,Indiana Pacers,120,Philadelphia 76ers,133,0,21171.0,Wells Fargo Center,Philadelphia 76ers,True
1222,Sun Apr 10 2022,7:00p,Detroit Pistons,106,Philadelphia 76ers,118,0,21459.0,Wells Fargo Center,Philadelphia 76ers,True
1238,Sat Apr 16 2022,6:00p,Toronto Raptors,111,Philadelphia 76ers,131,0,20610.0,Wells Fargo Center,Philadelphia 76ers,True
1244,Mon Apr 18 2022,7:30p,Toronto Raptors,97,Philadelphia 76ers,112,0,20974.0,Wells Fargo Center,Philadelphia 76ers,True
1251,Wed Apr 20 2022,8:00p,Philadelphia 76ers,104,Toronto Raptors,101,1,19800.0,Scotiabank Arena,Philadelphia 76ers,False
1259,Sat Apr 23 2022,2:00p,Philadelphia 76ers,102,Toronto Raptors,110,0,19800.0,Scotiabank Arena,Toronto Raptors,True
1268,Mon Apr 25 2022,8:00p,Toronto Raptors,103,Philadelphia 76ers,88,0,20517.0,Wells Fargo Center,Toronto Raptors,False
1275,Thu Apr 28 2022,7:00p,Philadelphia 76ers,132,Toronto Raptors,97,0,19800.0,Scotiabank Arena,Philadelphia 76ers,False
1281,Mon May 2 2022,7:30p,Philadelphia 76ers,92,Miami Heat,106,0,19620.0,FTX Arena,Miami Heat,True
1285,Wed May 4 2022,7:30p,Philadelphia 76ers,103,Miami Heat,119,0,19759.0,FTX Arena,Miami Heat,True
1287,Fri May 6 2022,7:00p,Miami Heat,79,Philadelphia 76ers,99,0,21033.0,Wells Fargo Center,Philadelphia 76ers,True
1292,Sun May 8 2022,8:00p,Miami Heat,108,Philadelphia 76ers,116,0,21194.0,Wells Fargo Center,Philadelphia 76ers,True
1295,Tue May 10 2022,7:30p,Philadelphia 76ers,85,Miami Heat,120,0,19868.0,FTX Arena,Miami Heat,True
1299,Thu May 12 2022,7:00p,Miami Heat,99,Philadelphia 76ers,90,0,21082.0,Wells Fargo Center,Miami Heat,False
