,Date,Start (ET),Visitor,PTS,Home,PTS.1,Overtimes,Attend.,Arena,Winner,Home_team_win
1246,Mon Apr 18 2022,10:00p,Denver Nuggets,106,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
1255,Thu Apr 21 2022,10:00p,Golden State Warriors,118,Denver Nuggets,113,0,19627.0,Ball Arena,Golden State Warriors,False
1264,Sun Apr 24 2022,3:30p,Golden State Warriors,121,Denver Nuggets,126,0,19628.0,Ball Arena,Denver Nuggets,True
1274,Wed Apr 27 2022,10:00p,Denver Nuggets,98,Golden State Warriors,102,0,18064.0,Chase Center,Golden State Warriors,True
1280,Sun May 1 2022,3:30p,Golden State Warriors,117,Memphis Grizzlies,116,0,17794.0,FedEx Forum,Golden State Warriors,False
1284,Tue May 3 2022,9:30p,Golden State Warriors,101,Memphis Grizzlies,106,0,17794.0,FedEx Forum,Memphis Grizzlies,True
1290,Sat May 7 2022,8:30p,Memphis Grizzlies,112,Golden State Warriors,142,0,18064.0,Chase Center,Golden State Warriors,True
1294,Mon May 9 2022,10:00p,Memphis Grizzlies,98,Golden State Warriors,101,0,18064.0,Chase Center,Golden State Warriors,True
1298,Wed May 11 2022,9:30p,Golden State Warriors,95,Memphis Grizzlies,134,0,17794.0,FedEx Forum,Memphis Grizzlies,True
1302,Fri May 13 2022,10:00p,Memphis Grizzlies,96,Golden State Warriors,110,0,18064.0,Chase Center,Golden State Warriors,True
1306,Wed May 18 2022,9:00p,Dallas Mavericks,87,Golden State Warriors,112,0,18064.0,Chase Center,Golden State Warriors,True
1308,Fri May 20 2022,9:00p,Dallas Mavericks,117,Golden State Warriors,126,0,18064.0,Chase Center,Golden State Warriors,True
1310,Sun May 22 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,100,0,20813.0,American Airlines Center,Golden State Warriors,False
1312,Tue May 24 2022,9:00p,Golden State Warriors,109,Dallas Mavericks,119,0,20810.0,American Airlines Center,Dallas Mavericks,True
1314,Thu May 26 2022,9:00p,Dallas Mavericks,110,Golden State Warriors,120,0,18064.0,Chase Center,Golden State Warriors,True
1317,Thu Jun 2 2022,9:00p,Boston Celtics,120,Golden State Warriors,108,0,18064.0,Chase Center,Boston Celtics,False
1318,Sun Jun 5 2022,8:00p,Boston Celtics,88,Golden State Warriors,107,0,18064.0,Chase Center,Golden State Warriors,True
1319,Wed Jun 8 2022,9:00p,Golden State Warriors,100,Boston Celtics,116,0,19156.0,TD Garden,Boston Celtics,True
1320,Fri Jun 10 2022,9:00p,Golden State Warriors,107,Boston Celtics,97,0,19156.0,TD Garden,Golden State Warriors,False
1321,Mon Jun 13 2022,9:00p,Boston Celtics,94,Golden State Warriors,104,0,18064.0,Chase Center,Golden State Warriors,True
1322,Thu Jun 16 2022,9:00p,Golden State Warriors,103,Boston Celtics,90,0,19156.0,TD Garden,Golden State Warriors,False
